rank,sentence,pinyin,english,original_order,complexity,frequency,similarity_penalty,similar_to,final_score
2140,你怎么说？,Nǐ zěnme shuō?,What do you say?,1047,21.0,84.1,0.0,1,65.74
2141,我不这样认为,Wǒ bù zhèyàng rènwéi,I don't think so.,2680,28.0,95.0,16.7,31,65.74
2142,你在听我说吗？,Nǐ zài tīng wǒ shuō ma?,Are you listening to me?,1708,29.5,92.0,7.1,31,65.74
2143,你这么想？,Nǐ zhè me xiǎng?,You think so?,2025,21.0,84.1,0.0,1,65.74
2144,我知道，亲爱的,"Wǒ zhīdào, qīn'ài de","I know, darling.",3031,28.0,94.9,16.7,71,65.74
2145,我们要去哪儿？,Wǒmen yào qù nǎr?,Where are we going?,2241,28.0,94.9,16.7,79,65.74
2146,你知道么？,Nǐ zhī dào ma?,Do you know?,2345,21.0,84.1,0.0,1,65.73
2147,噢 对不起,Ō duìbuqǐ,"Oh, sorry.",774,22.3,89.9,12.5,1,65.73
2148,你们要去哪里？,Nǐmen yào qù nǎlǐ?,Where are you going?,2359,28.0,94.9,16.7,79,65.73
2149,你呀,Nǐ ya,You!,618,13.2,86.0,16.7,90,65.73
2150,不 没什么,Bù ná me shì,"No, nothing.",2457,22.3,89.8,12.5,1,65.72
2151,你到底想说什么？,Nǐ dào dǐ xiǎng shuō shénme?,What exactly are you trying to say?,1744,31.6,90.4,0.0,1,65.72
2152,去他妈的,Qù tā mā de,Go to hell!,1241,22.3,89.8,12.5,25,65.72
2153,我不能这样做,Wǒ bù néng zhèyàng zuò,I can't do that.,1554,28.0,94.9,16.7,31,65.72
2154,我怀疑,Wǒ huáiyí,I doubt it.,476,17.8,87.1,12.5,31,65.72
2155,转过身去,Zhuǎn guò shēn qù,Turn around.,2872,22.3,89.8,12.5,25,65.72
2156,我拒绝,Wǒ jùjué,I refuse.,525,17.8,87.1,12.5,31,65.72
2157,我不能这么做,Wǒ bù néng zhème zuò,I can't do that.,3065,28.0,94.9,16.7,31,65.72
2158,不能这样,Bù néng zhè yàng,You can't do that.,1256,22.3,89.8,12.5,1,65.71
2159,你怎么啦？,Nǐ zěnme la?,What's wrong with you?,626,21.0,84.0,0.0,1,65.71
2160,算是吧,Suàn shi ba,I guess so.,1985,17.8,87.1,12.5,46,65.71
2161,我也希望如此,Wǒ yě xīwàng rú cǐ,I hope so too.,3153,28.0,94.9,16.7,36,65.71
2162,对不起啦,Duìbuqǐ la,Sorry.,777,22.3,89.8,12.5,1,65.71
2163,坐下吧,Zuò xià ba,Sit down.,1209,17.8,87.1,12.5,46,65.70
2164,请原谅我,Qǐng yuánliàng wǒ,Please forgive me.,936,22.3,89.8,12.5,29,65.70
2165,你想怎样？,Nǐ xiǎng zěn yàng?,What do you want?,1254,21.0,84.0,0.0,1,65.70
2166,你知道我什么意思,Nǐ zhīdào wǒ shénme yìsi,You know what I mean.,2974,34.7,94.4,5.6,31,65.70
2167,怎么办啊,Zěnme bàn a,What should we do?,656,22.3,89.8,12.5,27,65.69
2168,绝对没有,Juéduì méiyǒu,Absolutely not.,356,22.3,89.8,12.5,26,65.69
2169,你回来啦,Nǐ huí lái la,You're back!,2208,21.0,84.0,0.0,1,65.69
2170,我们需要你的帮助,Wǒmen xūyào nǐ de bāngzhù,We need your help.,3171,34.7,94.4,5.6,31,65.68
2171,难道不是吗？,Nán dào bùshì ma?,Isn't that so?,2623,24.8,90.2,10.0,1,65.67
2172,我们现在怎么办？,Wǒmen xiànzài zěnme bàn?,What do we do now?,1232,32.2,93.2,6.2,31,65.67
2173,我只是开玩笑,Wǒ zhǐshì kāi wánxiào,I was just kidding.,2495,28.5,91.3,7.1,31,65.67
2174,下次吧,Xià cì ba,Next time.,1771,17.8,87.0,12.5,46,65.67
2175,那不是真的,Nà bùshì zhēn de,That's not true.,1202,24.8,90.2,10.0,1,65.66
2176,我不知道怎么说,Wǒ bù zhīdào zěnme shuō,I don't know what to say.,1544,31.6,96.0,14.3,31,65.66
2177,别耍花样,Bié shuǎ huāyàng,Don't play games.,1111,22.3,89.7,12.5,2,65.66
2178,你怕什么？,Nǐ pà shénme?,What are you afraid of?,803,21.0,83.9,0.0,1,65.65
2179,我知道该怎么做,Wǒ zhīdào gāi zěnme zuò,I know what to do.,2969,31.6,96.0,14.3,39,65.65
2180,这样不好,Zhèyàng bù hǎo,This is not good.,593,22.3,89.7,12.5,1,65.65
2181,你听我说,Nǐ tīng wǒ shuō,Listen to me.,2151,21.3,88.1,10.0,31,65.63
2182,今晚不行,Jīn wǎn bù xíng,Not tonight.,1455,22.3,89.7,12.5,1,65.63
2183,你怎么能这样？,Nǐ zěnme néng zhèyàng?,How could you do this?,1173,28.0,88.0,0.0,1,65.62
2184,我想帮你,Wǒ xiǎng bāng nǐ,I want to help you.,2297,21.3,88.0,10.0,31,65.62
2185,干什么的？,Gàn shénme de?,What do you do?,1157,22.3,89.6,12.5,5,65.62
2186,在干什么？,Zài gàn shénme?,What are you doing?,1160,22.3,89.6,12.5,5,65.62
2187,关你屁事,Guān nǐ pì shì,It's none of your business.,1506,21.0,83.8,0.0,1,65.62
2188,很复杂,Hěn fùzá,It's very complicated.,522,17.8,86.9,12.5,44,65.62
2189,哦天哪,Ó tiān na,Oh my god.,843,17.2,86.6,12.5,76,65.62
2190,抱歉，你说什么？,"Bàoqiàn, nǐ shuō shénme?","Sorry, what did you say?",2491,28.0,88.0,0.0,1,65.62
2191,不要开枪,Bú yào kāi qiāng,Don't shoot!,1388,22.3,89.6,12.5,1,65.61
2192,干什么啊,Gàn shén me a,What are you doing?,2148,22.3,89.6,12.5,5,65.61
2193,我帮你拿,Wǒ bāng nǐ ná,I'll get it for you.,2462,21.3,88.0,10.0,31,65.61
2194,干什么呢,Gàn shén me ne,What are you doing?,2147,22.3,89.6,12.5,5,65.61
2195,不，当然不是,"Bù, dāngrán bùshì","No, of course not.",1370,23.5,90.3,12.5,1,65.60
2196,你敢打我？,Nǐ gǎn dǎ wǒ?,Do you dare hit me?,1353,21.3,88.0,10.0,31,65.59
2197,绝对不行,Juéduì bùxíng,Absolutely not!,355,22.3,89.6,12.5,1,65.58
2198,见到你真高兴,Jiàndào nǐ zhēn gāoxìng,I'm so glad to see you.,2851,28.0,88.0,0.0,1,65.58
2199,真高兴见到你,Zhēn gāoxìng jiàn dào nǐ,So glad to see you.,3074,28.0,88.0,0.0,1,65.58
2200,你行的,Nǐ xíng de,You can do it!,1526,17.8,86.8,12.5,80,65.57
2201,你行吗？,Nǐ xíng ma?,Can you do it?,1525,17.8,86.8,12.5,32,65.57
2202,你有什么想法？,Nǐ yǒu shénme xiǎngfǎ?,What are your thoughts?,2922,28.0,87.9,0.0,1,65.57
2203,你真的这么想？,Nǐ zhēn de zhème xiǎng?,Do you really think so?,3062,28.0,87.9,0.0,1,65.57
2204,你到底想怎样？,Nǐ dàodǐ xiǎng zěnyàng?,What do you want?,1393,28.0,87.9,0.0,1,65.56
2205,喔，天哪,"Ō, tiān na","Oh, my god.",1926,17.2,86.5,12.5,76,65.56
2206,你有什么建议？,Nǐ yǒu shénme jiànyì?,What suggestions do you have?,2966,28.0,87.9,0.0,1,65.55
2207,我会的,Wǒ huì de,I will.,1059,17.8,86.7,12.5,31,65.53
2208,快开门,Kuài kāimén,Open the door quickly!,444,17.8,86.7,12.5,63,65.52
2209,好玩吗？,Hǎo wán ma?,Is it fun?,1426,17.8,86.7,12.5,32,65.52
2210,很好玩,Hěn hǎo wán,It's very fun.,1428,17.8,86.7,12.5,41,65.52
2211,好吃吗？,Hǎo chī ma?,Is it delicious?,1801,17.8,86.7,12.5,32,65.51
2212,听着,Tīng zhe,Listen.,803,13.2,85.5,16.7,57,65.48
2213,开门呀,Kāi mén ya,Open the door!,1872,17.8,86.6,12.5,90,65.47
2214,等着,Děngzhe,Wait.,45,13.2,85.5,16.7,69,65.47
2215,很好笑,Hěn hǎo xiào,Very funny.,1667,17.8,86.6,12.5,41,65.46
2216,你好呀,Nǐ hǎo ya,Hello there!,1310,17.8,86.6,12.5,41,65.45
2217,真好笑,Zhēn hǎo xiào,That's so funny!,1666,17.8,86.6,12.5,41,65.45
2218,就一会,Jiù yī huì,Just a moment.,1155,17.8,86.5,12.5,32,65.44
2219,放下武器,Fàng xià wǔqì,Drop your weapon(s).,1015,22.3,89.3,12.5,7,65.44
2220,看着点,Kàn zhe diǎn,Watch out!,726,17.8,86.5,12.5,78,65.42
2221,最好的,Zuì hǎo de,The best.,1719,17.8,86.5,12.5,41,65.41
2222,最好是,Zuì hǎo shì,It's best to; It would be best if.,1722,17.8,86.5,12.5,41,65.41
2223,你觉得怎么样？,Nǐ juéde zěnmeyàng?,What do you think?,1890,28.5,90.7,7.1,43,65.37
2224,我不想说,Wǒ bù xiǎng shuō,I don't want to say.,1124,21.0,93.3,25.0,31,65.36
2225,别让我失望,Bié ràng wǒ shīwàng,Don't let me down.,1504,24.7,93.5,20.0,38,65.35
2226,他们人呢？,Tāmen rén ne?,Where are they?,1447,21.0,93.3,25.0,48,65.35
2227,不 别这样,Bù bié zhèyàng,"No, don't do that.",1217,21.0,93.3,25.0,50,65.35
2228,就像这样,Jiù xiàng zhèyàng,Just like this.,1595,21.0,93.3,25.0,61,65.34
2229,我爱你们,Wǒ ài nǐmen,I love you all.,1341,21.0,93.3,25.0,71,65.34
2230,让我说完,Ràng wǒ shuō wán,Let me finish.,2256,21.0,93.3,25.0,38,65.34
2231,他们在哪？,Tā men zài nǎ?,Where are they?,2320,21.0,93.3,25.0,76,65.34
2232,你们在哪？,Nǐmen zài nǎ?,Where are you?,1495,21.0,93.3,25.0,76,65.34
2233,让我告诉你吧,Ràng wǒ gàosù nǐ ba,Let me tell you.,3009,28.5,94.4,16.7,38,65.34
2234,我和你在一起,Wǒ hé nǐ zài yīqǐ,I'm with you.,3148,28.5,94.4,16.7,33,65.33
2235,我的妈呀,Wǒ de mā ya,Oh my god!,2279,21.0,93.3,25.0,90,65.33
2236,你不相信我吗？,Nǐ bù xiāngxìn wǒ ma?,Don't you believe me?,1594,28.5,94.4,16.7,31,65.33
2237,我和你一起去,Wǒ hé nǐ yīqǐ qù,I'll go with you.,3149,28.5,94.4,16.7,33,65.33
2238,我在哪儿？,Wǒ zài nǎr?,Where am I?,1399,21.0,93.3,25.0,76,65.33
2239,也许你是对的,Yěxǔ nǐ shì duì de,Maybe you're right.,3167,28.5,94.4,16.7,53,65.33
2240,我跟你一起去,Wǒ gēn nǐ yīqǐ qù,I'll go with you.,3150,28.5,94.4,16.7,52,65.33
2241,我亲爱的,Wǒ qīn'ài de,My dear.,2383,21.0,93.3,25.0,71,65.33
2242,在哪儿呢？,Zài nǎr ne?,Where is it?,1396,21.0,93.2,25.0,76,65.32
2243,你还记得我吗？,Nǐ hái jìde wǒ ma?,Do you still remember me?,3063,28.5,94.4,16.7,37,65.32
2244,我再问你一次,Wǒ zài wèn nǐ yīcì,I'll ask you again.,1650,28.5,94.4,16.7,81,65.32
2245,我不确定,Wǒ bù quèdìng,I'm not sure.,1995,21.0,93.2,25.0,31,65.32
2246,嘿，等一下,"Hēi, děng yīxià","Hey, wait a second.",1550,21.0,93.2,25.0,85,65.31
2247,我不能说,Wǒ bù néng shuō,I can't say.,2109,21.0,93.2,25.0,31,65.31
2248,但我不能,Dàn wǒ bù néng,But I can't.,1250,21.0,93.2,25.0,31,65.31
2249,就在那边,Jiù zài nà biān,It's right over there.,2584,21.0,93.2,25.0,35,65.30
2250,请帮帮我,Qǐng bāng bāng wǒ,Please help me.,1249,21.1,89.9,16.7,29,65.30
2251,我懂你的意思,Wǒ dǒng nǐ de yìsi,I understand what you mean.,3056,28.5,94.3,16.7,98,65.29
2252,你懂我的意思,Nǐ dǒng wǒ de yìsi,You understand what I mean.,3057,28.5,94.3,16.7,98,65.29
2253,不要管我,Bú yào guǎn wǒ,Don't bother me.,1355,21.0,93.2,25.0,31,65.29
2254,我到处在找你,Wǒ dàochù zài zhǎo nǐ,I've been looking everywhere for you.,3209,28.5,94.3,16.7,60,65.27
2255,我有话要说,Wǒ yǒu huà yào shuō,I have something to say.,3035,26.9,90.0,8.3,31,65.25
2256,你还好？,Nǐ hái hǎo?,Are you okay?,1118,17.8,86.1,12.5,37,65.25
2257,你看吧,Nǐ kàn ba,You see?,1019,17.8,86.1,12.5,46,65.25
2258,不要碰我,Bùyào pèng wǒ,Don't touch me!,924,21.0,93.1,25.0,31,65.24
2259,我可以帮你吗？,Wǒ kěyǐ bāng nǐ ma?,Can I help you?,3003,28.5,90.4,7.1,31,65.24
2260,我不想这样,Wǒ bù xiǎng zhèyàng,I don't want to do this.,1177,24.8,93.3,20.0,31,65.23
2261,还有你,Hái yǒu nǐ,And you.,1115,17.8,86.1,12.5,37,65.23
2262,我只是想帮你,Wǒ zhǐshì xiǎng bāng nǐ,I just want to help you.,3081,28.5,90.4,7.1,31,65.22
2263,你就是,Nǐ jiùshì,You are...,655,17.8,86.1,12.5,35,65.22
2264,就是你,Jiùshì nǐ,It's you.,679,17.8,86.1,12.5,35,65.22
2265,我该怎么做？,Wǒ gāi zěnme zuò?,What should I do?,1218,24.8,93.3,20.0,39,65.22
2266,我不知道该怎么做,Wǒ bù zhīdào gāi zěnme zuò,I don't know what to do.,1721,35.3,96.6,12.5,31,65.22
2267,我要喝一杯,Wǒ yào hē yībēi,I want a drink.,2789,26.9,89.9,8.3,31,65.21
2268,我们在哪儿？,Wǒmen zài nǎr?,Where are we?,1395,24.8,93.3,20.0,76,65.21
2269,你懂吗？,Nǐ dǒng ma?,Do you understand?,1659,17.8,86.1,12.5,32,65.20
2270,我们去哪儿？,Wǒ men qù nǎr?,Where are we going?,2247,24.8,93.3,20.0,79,65.20
2271,他们在哪里？,Tāmen zài nǎlǐ?,Where are they?,1541,24.8,93.2,20.0,76,65.20
2272,你记得,Nǐ jìde,Do you remember?,870,17.8,86.0,12.5,43,65.20
2273,你们去哪里？,Nǐmen qù nǎlǐ?,Where are you going?,1544,24.8,93.2,20.0,79,65.19
2274,我们不能这么做,Wǒmen bù néng zhème zuò,We can't do that.,1615,31.3,94.9,14.3,31,65.19
2275,你在威胁我吗？,Nǐ zài wēixié wǒ ma?,Are you threatening me?,1699,28.5,90.3,7.1,31,65.17
2276,你答应过我的,Nǐ dāying guò wǒ de,You promised me.,1675,28.5,90.3,7.1,31,65.17
2277,走 快走,Zǒu kuài zǒu,Go! Go quickly!,1086,16.0,99.9,50.0,73,65.17
2278,我无法解释,Wǒ wú fǎ jiě shì,I can't explain.,1684,26.9,89.8,8.3,31,65.17
2279,快走，快！,"Kuài zǒu, kuài!","Go, go!",1076,16.0,99.9,50.0,73,65.17
2280,快，快走,"Kuài, kuài zǒu","Hurry, go!",1084,16.0,99.9,50.0,73,65.17
2281,是我的荣幸,Shì wǒ de róngxìng,It's my honor.,2802,24.7,88.5,8.3,31,65.16
2282,你们在说什么？,Nǐmen zài shuō shénme?,What are you talking about?,2222,28.0,90.0,7.1,76,65.16
2283,我们怎么办？,Wǒmen zěnme bàn?,What should we do?,653,26.9,89.8,8.3,31,65.16
2284,现在怎么办？,Xiànzài zěnme bàn?,What should we do now?,652,26.9,89.8,8.3,76,65.15
2285,有什么不对劲吗？,Yǒu shénme bù duì jìng ma?,Is anything wrong?,1763,31.3,94.8,14.3,42,65.15
2286,我是无辜的,Wǒ shì wúgū de,I am innocent.,2959,24.7,88.4,8.3,31,65.15
2287,就你和我,Jiù nǐ hé wǒ,Just you and me.,2421,21.3,93.1,25.0,33,65.13
2288,我也想你,Wǒ yě xiǎng nǐ,I miss you too.,2142,21.3,93.1,25.0,36,65.13
2289,你会去吗？,Nǐ huì qù ma?,Will you go?,2016,21.3,93.1,25.0,32,65.13
2290,为什么这么说？,Wèishénme zhèyàng shuō?,Why do you say that?,646,27.2,86.6,0.0,1,65.13
2291,我跟你去,Wǒ gēn nǐ qù,I'll go with you.,2343,21.3,93.1,25.0,52,65.13
2292,我不喜欢你,Wǒ bù xǐhuan nǐ,I don't like you.,1269,24.7,93.1,20.0,31,65.13
2293,我不需要你,Wǒ bù xūyào nǐ,I don't need you.,1317,24.7,93.1,20.0,31,65.13
2294,我得告诉你,Wǒ děi gàosù nǐ,I have to tell you.,2506,24.7,93.1,20.0,43,65.13
2295,我也喜欢你,Wǒ yě xǐhuan nǐ,I like you too.,2363,24.7,93.1,20.0,36,65.13
2296,我在等你,Wǒ zài děng nǐ,I'm waiting for you.,2162,21.3,93.0,25.0,69,65.12
2297,我不爱你,Wǒ bù ài nǐ,I don't love you.,1178,21.3,93.0,25.0,31,65.12
2298,你叫我什么？,Nǐ jiào wǒ shénme?,What did you call me?,1288,24.7,93.0,20.0,68,65.12
2299,我好爱你,Wǒ hǎo ài nǐ,I love you so much.,2134,21.3,93.0,25.0,71,65.12
2300,我不相信你,Wǒ bù xiāngxìn nǐ,I don't believe you.,1273,24.7,93.0,20.0,31,65.12
2301,你不相信我？,Nǐ bù xiāngxìn wǒ?,You don't believe me?,1274,24.7,93.0,20.0,31,65.12
2302,我也爱你,Wǒ yě ài nǐ,I love you too.,2141,21.3,93.0,25.0,36,65.12
2303,你要去哪？,Nǐ yào qù nǎr?,Where are you going?,2238,21.3,93.0,25.0,79,65.12
2304,你想去哪？,Nǐ xiǎng qù nǎ?,Where do you want to go?,2321,21.3,93.0,25.0,79,65.12
2305,你会回来吗？,Nǐ huì huílai ma?,Will you come back?,2374,24.7,93.0,20.0,32,65.12
2306,你得相信我,Nǐ děi xiāngxìn wǒ,You have to believe me.,2509,24.7,93.0,20.0,43,65.12
2307,我想问你,Wǒ xiǎng wèn nǐ,I want to ask you.,2443,21.3,93.0,25.0,81,65.12
2308,你上哪去？,Nǐ shàng nǎr qù?,Where are you going?,2248,21.3,93.0,25.0,79,65.12
2309,就像你一样,Jiù xiàng nǐ yīyàng,Just like you.,2544,24.7,93.0,20.0,61,65.11
2310,我不认识你,Wǒ bù rènshi nǐ,I don't know you.,1329,24.7,93.0,20.0,31,65.11
2311,你不认识我,Nǐ bù rènshi wǒ,You don't know me.,1331,24.7,93.0,20.0,31,65.11
2312,你记得我吗？,Nǐ jìde wǒ ma?,Do you remember me?,1328,24.7,93.0,20.0,43,65.11
2313,你还是走吧,Nǐ hái shì zǒu ba,You should leave.,1547,24.7,93.0,20.0,59,65.11
2314,我非常爱你,Wǒ fēicháng ài nǐ,I love you very much.,2497,24.7,93.0,20.0,71,65.11
2315,两天,Liǎng tiān,Two days.,976,16.2,79.9,0.0,1,65.11
2316,那我该怎么办？,Nà wǒ gāi zěn me bàn?,Then what should I do?,1722,28.0,89.9,7.1,31,65.11
2317,你要去哪里？,Nǐ yào qù nǎlǐ?,Where are you going?,2353,24.7,93.0,20.0,79,65.11
2318,你想去哪里？,Nǐ xiǎng qù nǎlǐ?,Where do you want to go?,2357,24.7,93.0,20.0,79,65.11
2319,你先走吧,Nǐ xiān zǒu ba,You go first.,2483,21.3,93.0,25.0,59,65.11
2320,你不了解我,Nǐ bù liǎojiě wǒ,You don't understand me.,1436,24.7,93.0,20.0,31,65.10
2321,我为什么要这么做？,Wǒ wèi shénme yào zhème zuò?,Why should I do this?,1740,33.4,96.0,14.3,39,65.10
2322,我为什么要那么做？,Wǒ wèi shénme yào nàme zuò?,Why would I do that?,1755,33.4,96.0,14.3,39,65.10
2323,你住在哪里？,Nǐ zhù zài nǎlǐ?,Where do you live?,2366,24.7,93.0,20.0,76,65.09
2324,省省吧,Shěng shěng ba,Spare me.,1083,16.5,86.7,16.7,46,65.09
2325,真的很漂亮,Zhēn de hěn piàoliang,It's really beautiful.,2514,26.9,89.7,8.3,44,65.09
2326,我永远爱你,Wǒ yǒng yuǎn ài nǐ,I will always love you.,3189,24.7,93.0,20.0,71,65.09
2327,只有你和我,Zhǐyǒu nǐ hé wǒ,Only you and me.,2808,24.7,93.0,20.0,33,65.09
2328,三天,Sān tiān,Three days.,886,16.2,79.9,0.0,1,65.09
2329,这儿,Zhè'er,Here.,751,16.2,79.9,0.0,1,65.08
2330,我不懂你的意思,Wǒ bù dǒng nǐ de yìsi,I don't understand what you mean.,1737,32.4,95.3,14.3,31,65.06
2331,好好玩,Hǎo hǎo wán,So much fun!,1427,16.5,86.7,16.7,41,65.06
2332,好好吃,Hǎo hǎo chī,So delicious!,1802,16.5,86.7,16.7,41,65.05
2333,你不信任我,Nǐ bù xìnrèn wǒ,You don't trust me.,1487,24.7,92.9,20.0,31,65.05
2334,他还活着吗？,Tā hái huózhe ma?,Is he still alive?,1432,24.7,88.2,8.3,32,65.05
2335,今晚,Jīnwǎn,Tonight.,168,16.2,79.8,0.0,1,65.05
2336,安儿！,Ān ér!,An'er!,881,16.2,79.8,0.0,1,65.04
2337,我到处找你,Wǒ dàochù zhǎo nǐ,I've been looking everywhere for you.,2891,24.7,92.9,20.0,60,65.04
2338,女孩,Nǚhái,Girl.,46,16.2,79.8,0.0,1,65.04
2339,操你妈的,Cāo nǐ mā de,Fuck your mother.,1408,21.3,82.9,0.0,1,65.03
2340,我也爱你 妈妈,Wǒ yě ài nǐ māma,"I love you too, Mom.",3109,27.2,94.4,20.0,36,65.03
2341,我得和你谈谈,Wǒ děi hé nǐ tántan,I need to talk to you.,1658,27.2,94.4,20.0,33,65.02
2342,我得跟你谈谈,Wǒ děi gēn nǐ tántan,I need to talk to you.,3159,27.2,94.4,20.0,43,65.02
2343,里面,Lǐmiàn,Inside.,62,16.2,79.7,0.0,1,65.01
2344,更糟,Gèng zāo,Worse.,393,16.2,79.7,0.0,1,65.00
2345,真傻,Zhēn shǎ,So silly!,376,16.2,79.7,0.0,1,64.99
2346,拜托,Bàituō,Please.,56,16.2,79.7,0.0,1,64.99
2347,哦，亲爱的,"Ó, qīn'ài de","Oh, darling.",2389,21.0,86.6,10.0,71,64.99
2348,或许,Huòxǔ,Perhaps.,293,16.2,79.7,0.0,1,64.98
2349,闭嘴,Bì zuǐ,Shut up.,258,16.2,79.7,0.0,1,64.98
2350,房子？,Fángzi?,House?,165,16.2,79.7,0.0,1,64.98
2351,那不是我的,Nà bùshì wǒ de,That's not mine.,2175,24.7,92.8,20.0,31,64.98
2352,好吧，听着,"Hǎo ba, tīng zhe","Okay, listen.",2406,21.3,92.8,25.0,57,64.98
2353,警探,Jǐngtàn,Detective.,325,16.2,79.7,0.0,1,64.98
2354,我想不是吧,Wǒ xiǎng bùshì ba,I don't think so.,2177,24.7,92.8,20.0,31,64.98
2355,噢 亲爱的,Ō qīn ài de,"Oh, dear.",1272,21.0,86.6,10.0,71,64.98
2356,嗨，亲爱的,"Hāi, qīn'ài de","Hi, darling.",2481,21.0,86.5,10.0,71,64.97
2357,混蛋,Hùn dàn,Bastard.,358,16.2,79.6,0.0,1,64.97
2358,不是我干的,Búshì wǒ gàn de,I didn't do it.,2748,24.7,92.7,20.0,31,64.97
2359,有罪,Yǒuzuì,Guilty.,87,16.2,79.6,0.0,1,64.97
2360,不是我的错,Bùshì wǒ de cuò,It's not my fault.,1204,24.7,92.7,20.0,31,64.97
2361,混球,Hùnqiú,Jerk!,100,16.2,79.6,0.0,1,64.97
2362,你说什么呢,Nǐ shuō shénme ne,What are you saying?,1155,24.7,88.1,8.3,45,64.96
2363,但你知道吗？,Dàn nǐ zhīdào ma?,But do you know?,2299,24.7,88.1,8.3,32,64.96
2364,嘿，你知道吗？,"Hēi, nǐ zhīdào ma?","Hey, you know what?",2336,24.7,88.0,8.3,32,64.96
2365,嘿，你还好吗？,"Hēi, nǐ hái hǎo ma?","Hey, are you okay?",1589,24.7,88.0,8.3,32,64.96
2366,我可以帮你,Wǒ kěyǐ bāng nǐ,I can help you.,2295,24.7,88.0,8.3,31,64.95
2367,你在搞什么？,Nǐ zài gǎo shénme?,What are you doing?,2572,24.7,88.0,8.3,76,64.95
2368,呆在这儿,Dāi zài zhè'er,Stay here.,2868,21.0,86.5,10.0,76,64.95
2369,现在不是时候,Xiànzài bùshì shíhòu,Now is not the time.,1758,28.5,90.3,8.3,1,64.94
2370,就这么办,Jiù zhè me bàn,Let's do it that way.,2274,21.0,86.5,10.0,35,64.94
2371,你说什么呀？,Nǐ shuō shénme ya?,What did you say?,2197,24.7,88.0,8.3,90,64.94
2372,你在里面吗？,Nǐ zài lǐmiàn ma?,Are you inside?,2792,24.7,88.0,8.3,32,64.94
2373,你要我怎样？,Nǐ yào wǒ zěnyàng?,What do you want me to do?,2624,24.7,88.0,8.3,31,64.93
2374,你想我怎样？,Nǐ xiǎng wǒ zěnyàng?,What do you want me to do?,1394,24.7,88.0,8.3,31,64.93
2375,开心,Kāixīn,Happy.,27,16.2,79.6,0.0,1,64.93
2376,见到你真好,Jiàndào nǐ zhēn hǎo,It's so good to see you.,2839,24.7,88.0,8.3,41,64.93
2377,原来是这样,Yuán lái shì zhè yàng,So that's how it is.,3144,24.8,84.7,0.0,1,64.93
2378,我听说过你,Wǒ tīngshuō guò nǐ,I've heard of you.,2859,24.7,88.0,8.3,31,64.93
2379,你听说过吗？,Nǐ tīngshuō guò ma?,Have you heard of it?,2835,24.7,88.0,8.3,32,64.92
2380,不是这个意思,Bùshì zhège yìsi,That's not what I meant.,1388,28.5,90.3,8.3,1,64.92
2381,你叫什么名？,Nǐ jiào shén me míng?,What's your name?,3134,24.7,88.0,8.3,68,64.92
2382,外面,Wàimiàn,Outside.,283,16.2,79.5,0.0,1,64.92
2383,他想干什么？,Tā xiǎng gàn shénme?,What does he want to do?,2097,26.9,90.0,10.0,5,64.92
2384,不是我的血,Bùshì wǒ de xuè,It's not my blood.,2877,24.7,92.6,20.0,31,64.91
2385,真蠢,Zhēn chǔn,So stupid!,388,16.2,79.5,0.0,1,64.91
2386,闭上你的嘴,Bì shang nǐ de zuǐ,Shut your mouth.,1645,24.7,87.9,8.3,51,64.91
2387,昨晚,Zuówǎn,Last night.,229,16.2,79.5,0.0,1,64.91
2388,证据,Zhèngjù,Evidence.,188,16.2,79.5,0.0,1,64.90
2389,收声！,Shōushēng!,Shut up!,68,16.2,79.5,0.0,1,64.89
2390,你能想象吗？,Nǐ néng xiǎng xiàng ma?,Can you imagine?,3038,24.7,87.9,8.3,32,64.89
2391,家庭,Jiātíng,Family.,167,16.2,79.5,0.0,1,64.89
2392,秘密,Mìmì,Secret.,133,16.2,79.5,0.0,1,64.89
2393,打开,Dǎkāi,Open it.,48,16.2,79.5,0.0,1,64.89
2394,别放在心上,Bié fàng zài xīn shang,Don't worry about it.,3135,26.9,89.9,10.0,2,64.89
2395,小子,Xiǎozi,Kid.,26,16.2,79.5,0.0,1,64.88
2396,什么是地狱？,Shénme shì dìyù?,What is hell?,1059,24.8,84.6,0.0,1,64.88
2397,的确,Díquè,Indeed.,147,16.2,79.5,0.0,1,64.88
2398,你怎么找到我的?,Nǐ zěnme zhǎodào wǒ de?,How did you find me?,3122,31.6,94.4,14.3,60,64.88
2399,真不敢相信,Zhēn bù gǎn xiāngxìn,I can't believe it.,1350,26.9,89.9,10.0,1,64.88
2400,监狱,Jiyù,Prison.,78,16.2,79.5,0.0,1,64.88
2401,你办得到吗？,Nǐ bàn de dào ma?,Can you do it?,2989,24.7,87.9,8.3,32,64.88
2402,这边,Zhè biān,This way.,997,16.2,79.5,0.0,1,64.88
2403,放开我,Fàng kāi wǒ,Let me go.,634,17.8,87.1,16.7,7,64.87
2404,我以你为荣,Wǒ yǐ nǐ wéiróng,I'm proud of you.,2957,24.7,87.9,8.3,31,64.87
2405,黑鬼,Hēiguǐ,Nigger (extremely offensive).,60,16.2,79.4,0.0,1,64.86
2406,一边去,Yībiān qù,Get lost.,461,17.8,87.0,16.7,25,64.86
2407,开枪,Kāi qiāng,Shoot!,283,16.2,79.4,0.0,1,64.86
2408,除非,Chúfēi,Unless.,312,16.2,79.4,0.0,1,64.86
