rank,sentence,original_order,frequency,complexity,grammar,structural,similarity_penalty,similar_to,final_score
407,我一直在找你,600,89.9,28.5,0.0,17.1,6.7,,65.06
408,这不是你的错,531,89.8,28.5,0.0,17.1,6.7,,65.03
409,你在和谁说话？,558,89.8,28.5,0.0,17.1,6.7,,65.02
410,那不是你的错,491,89.8,28.5,0.0,17.1,6.7,,65.02
411,我在跟你说话,555,89.8,28.5,0.0,17.1,6.7,,65.02
412,我什么也不知道,469,90.0,31.6,0.0,18.9,2.9,,64.94
413,我什么都不知道,481,90.0,31.6,0.0,18.9,2.9,,64.94
414,我就知道会这样,463,90.0,31.6,0.0,18.9,2.9,,64.93
415,好了，我得走了,568,89.9,28.2,0.0,16.9,8.0,,64.90
416,是的 我想是的,501,90.0,27.0,0.0,16.2,10.0,,64.89
417,我不知道 我不知道,506,90.0,30.3,0.0,18.2,5.0,,64.88
418,我想你是对的,520,90.0,29.5,0.0,17.7,6.7,,64.81
419,我有话跟你说,553,89.9,29.5,0.0,17.7,6.7,,64.78
420,那是你的车吗？,559,89.9,29.5,0.0,17.7,6.7,,64.76
421,把你的手给我,556,89.9,29.5,0.0,17.7,6.7,,64.76
422,听我说 听我说,528,89.9,25.8,0.0,15.4,13.3,,64.57
423,知道这是什么吗？,413,89.9,31.3,0.0,18.8,5.7,,64.41
424,什么事呀？,282,81.3,21.0,0.0,12.6,0.0,,64.36
425,你不会想知道的,513,89.9,31.6,0.0,18.9,5.7,,64.35
426,我什么都没看到,529,89.9,31.6,0.0,18.9,5.7,,64.35
427,我不会离开你的,566,89.9,31.6,0.0,18.9,5.7,,64.32
428,能问你个问题吗？,561,89.9,31.2,0.0,18.7,6.7,,64.28
429,你想让我说什么?,533,90.0,32.4,0.0,19.4,5.7,,64.12
430,我不知道你是谁,521,90.0,32.4,0.0,19.4,5.7,,64.11
431,你想让我怎么做?,532,90.0,32.4,0.0,19.4,5.7,,64.11
432,我也是这么想的,564,90.0,32.4,0.0,19.4,5.7,,64.11
433,我想和你在一起,584,90.0,32.4,0.0,19.4,5.7,,64.11
434,我有东西要给你,572,89.9,32.4,0.0,19.4,5.7,,64.11
435,我也不知道为什么,534,89.9,34.7,0.0,20.8,2.5,,64.07
436,你知道这是什么吗？,505,89.9,34.7,0.0,20.8,5.0,,63.56
437,你什么时候回来的？,567,89.8,34.7,0.0,20.8,5.0,,63.52
438,你知道我在说什么,507,90.0,35.3,0.0,21.2,5.0,,63.39
439,我知道你在想什么,508,90.0,35.3,0.0,21.2,5.0,,63.38
440,你知道那是什么吗？,512,90.0,35.3,0.0,21.2,5.0,,63.38
441,我不知道该说什么,539,90.0,35.3,0.0,21.2,5.0,,63.38
442,我不知道该怎么说,540,90.0,35.3,0.0,21.2,5.0,,63.38
443,一切都会好起来的,595,89.9,35.3,0.0,21.2,5.0,,63.36
444,他说得没错,487,83.1,24.7,0.0,14.8,4.0,,63.35
445,你是怎么找到我的？,575,89.9,35.3,0.0,21.2,5.0,,63.35
446,你知道我的意思吗？,537,89.9,35.3,0.0,21.2,5.0,,63.34
447,我不明白你的意思,548,89.8,35.3,0.0,21.2,5.0,,63.30
448,你明白我的意思吗？,547,89.8,35.3,0.0,21.2,5.0,,63.30
449,你没事了,367,80.7,21.0,0.0,12.6,5.0,,63.07
450,你没事吧？,362,80.7,21.0,0.0,12.6,5.0,,63.06
451,你听到了吗？,476,83.5,24.7,0.0,14.8,8.0,,62.75
452,我会等你的,485,83.5,24.7,0.0,14.8,8.0,,62.74
453,我会想你的,433,83.5,24.7,0.0,14.8,8.0,,62.73
454,好的，我会的,429,83.5,23.4,0.0,14.1,10.0,,62.71
455,你听说了吗？,477,83.4,24.7,0.0,14.8,8.0,,62.71
456,你没听说吗,478,83.4,24.7,0.0,14.8,8.0,,62.70
457,说嘛,134,77.1,13.2,0.0,7.9,10.0,,62.59
458,来嘛,139,77.1,13.2,0.0,7.9,10.0,,62.59
459,你知道我是什么意思？,538,89.9,38.2,0.0,22.9,4.4,,62.58
460,你怎么知道我的名字？,586,89.9,38.2,0.0,22.9,4.4,,62.57
461,你在这干嘛？,456,83.1,24.7,0.0,14.8,8.0,,62.56
462,你说的没错,489,83.1,24.7,0.0,14.8,8.0,,62.56
463,你从哪弄来的？,593,85.5,29.5,0.0,17.7,6.7,,62.56
464,能帮我个忙吗？,585,85.5,29.5,0.0,17.7,6.7,,62.55
465,是的，我没事,411,83.1,24.7,0.0,14.8,8.0,,62.53
466,你会没事的,431,83.1,24.7,0.0,14.8,8.0,,62.53
467,你在说什么呀?,500,84.8,28.5,0.0,17.1,6.7,,62.52
468,你想试试吗？,404,83.1,23.4,0.0,14.1,10.0,,62.52
469,没事，我很好,412,83.0,24.7,0.0,14.8,8.0,,62.52
470,是阿,160,76.9,13.2,0.0,7.9,10.0,,62.50
471,好了 没事了,410,83.0,23.4,0.0,14.1,10.0,,62.50
472,我要说的是,405,82.9,24.7,0.0,14.8,8.0,,62.47
473,还有一件事,486,81.2,24.8,0.0,14.8,4.0,,62.37
474,我说的没错吧,530,84.5,28.5,0.0,17.1,6.7,,62.36
475,没什么事吧？,366,81.1,24.8,0.0,14.8,4.0,,62.31
476,你真有趣,399,81.1,21.0,0.0,12.6,10.0,,62.23
477,她在干什么？,474,80.5,24.8,0.0,14.8,3.3,,62.18
478,不管发生什么,587,81.3,28.5,0.0,17.1,0.0,,62.11
479,他没事的,365,80.7,21.0,0.0,12.6,10.0,,62.07
480,你没事吗？,363,80.7,21.0,0.0,12.6,10.0,,62.07
481,你们听到了吗？,542,83.5,28.0,0.0,16.8,6.7,,62.00
482,没什么好说的,409,83.3,28.0,0.0,16.8,6.7,,61.94
483,你怎么进来的？,569,83.3,28.0,0.0,16.8,6.7,,61.92
484,你懂我的意思吗？,560,85.6,32.4,0.0,19.4,5.7,,61.92
485,还有别的事吗？,519,83.3,28.0,0.0,16.8,6.7,,61.92
486,我要了,268,77.0,17.8,0.0,10.7,6.7,,61.85
487,我要他,265,77.0,17.8,0.0,10.7,6.7,,61.85
488,你在这里干嘛？,574,83.1,28.0,0.0,16.8,6.7,,61.81
489,你是怎么做到的？,518,84.7,31.6,0.0,18.9,5.7,,61.72
490,你在这干什么？,526,82.9,28.0,0.0,16.8,6.7,,61.72
491,你在干什么啊,458,82.9,28.0,0.0,16.8,6.7,,61.71
492,你在干什么呢？,457,82.9,28.0,0.0,16.8,6.7,,61.70
493,我能说什么呢？,460,82.8,28.0,0.0,16.8,6.7,,61.67
494,一切都会没事的,571,84.4,31.6,0.0,18.9,5.7,,61.58
495,你好啊,280,76.5,17.8,0.0,10.7,6.7,,61.57
496,啊 你好,281,76.5,17.8,0.0,10.7,6.7,,61.57
497,还有别的吗？,446,81.1,24.8,0.0,14.8,8.0,,61.53
498,我会回来的,493,81.1,24.8,0.0,14.8,8.0,,61.53
499,我很快回来,494,81.1,24.8,0.0,14.8,8.0,,61.53
500,我没事,287,76.1,17.8,0.0,10.7,6.7,,61.40
501,没事吧？,284,76.1,17.8,0.0,10.7,6.7,,61.38
502,你要说什么？,348,80.6,24.8,0.0,14.8,8.0,,61.27
503,我想想,249,76.3,16.5,0.0,9.9,10.0,,61.18
504,我能看看吗?,459,80.3,23.5,0.0,14.1,10.0,,61.09
505,他会回来的,492,80.2,24.8,0.0,14.8,8.0,,61.09
506,我要知道,297,77.0,22.3,0.0,13.4,5.0,,60.78
507,我还没说完呢,543,81.1,28.5,0.0,17.1,6.7,,60.67
508,我想和你谈谈,576,80.8,27.2,0.0,16.3,8.0,,60.65
509,我想跟你谈谈,577,80.8,27.2,0.0,16.3,8.0,,60.63
510,我要你,259,77.0,17.8,0.0,10.7,13.3,,60.51
511,你救了我的命,582,81.2,29.5,0.0,17.7,6.7,,60.41
512,我不是开玩笑,562,80.5,28.5,0.0,17.1,6.7,,60.36
513,这是好事,313,76.1,22.3,0.0,13.4,5.0,,60.33
514,你好吗？,214,76.5,17.8,0.0,10.7,13.3,,60.26
515,我可不这么想,535,78.5,28.0,0.0,16.8,3.3,,60.20
516,这才是最重要的,578,81.1,31.6,0.0,18.9,5.7,,59.95
517,我有事要告诉你,545,80.6,31.6,0.0,18.9,5.7,,59.68
518,你从哪儿弄来的？,592,81.0,32.4,0.0,19.4,5.7,,59.61
519,我没说错吧,488,77.0,24.7,0.0,14.8,8.0,,59.52
520,没事的 没事的,503,76.1,24.2,0.0,14.5,6.7,,59.45
521,没事了，没事了,502,76.1,24.2,0.0,14.5,6.7,,59.45
522,我没事 我没事,504,76.1,24.2,0.0,14.5,6.7,,59.45
523,我不会有事的,515,78.3,28.0,0.0,16.8,6.7,,59.42
524,你不会有事的,514,78.3,28.0,0.0,16.8,6.7,,59.42
525,嘛？,3,64.2,9.1,0.0,5.5,0.0,,59.37
526,德.,100,64.1,9.1,0.0,5.5,0.0,,59.32
527,懂,70,64.1,9.1,0.0,5.5,0.0,,59.31
528,妈,46,64.0,9.1,0.0,5.5,0.0,,59.28
529,喝,71,64.0,9.1,0.0,5.5,0.0,,59.26
530,你想想,248,76.3,16.5,0.0,9.9,20.0,你想？,59.18
531,阿！,79,63.8,9.1,0.0,5.5,0.0,,59.18
532,风,63,63.8,9.1,0.0,5.5,0.0,,59.16
533,球,80,63.5,9.1,0.0,5.5,0.0,,59.02
534,你是说真的吗？,510,77.5,28.0,0.0,16.8,6.7,,59.00
535,九,68,63.3,9.1,0.0,5.5,0.0,,58.93
536,十,93,63.2,9.1,0.0,5.5,0.0,,58.88
537,药,10,63.1,9.1,0.0,5.5,0.0,,58.83
538,你没事吧，亲爱的？,554,78.9,31.6,0.0,18.9,5.7,,58.83
539,嘴,86,63.0,9.1,0.0,5.5,0.0,,58.79
540,剑,32,62.8,9.1,0.0,5.5,0.0,,58.69
541,慢,81,62.8,9.1,0.0,5.5,0.0,,58.66
542,谢,44,62.4,9.1,0.0,5.5,0.0,,58.47
543,怎,35,62.2,9.1,0.0,5.5,0.0,,58.38
544,那就太好了,453,74.4,24.8,0.0,14.8,8.0,,58.20
545,还要别的吗？,447,72.6,24.8,0.0,14.8,3.3,,58.18
546,有什么大不了的？,580,77.3,31.3,0.0,18.8,5.7,,58.11
547,我会打电话给你,583,76.7,31.3,0.0,18.8,5.7,,57.81
548,噢,40,61.0,9.1,0.0,5.5,0.0,,57.78
549,如果你不介意的话,590,78.3,34.7,0.0,20.8,5.0,,57.73
550,我是说真的,418,73.3,24.8,0.0,14.8,8.0,,57.62
551,你是说真的？,417,73.3,24.8,0.0,14.8,8.0,,57.62
552,你看上去不错,541,74.6,28.5,0.0,17.1,6.7,,57.40
553,这真是太棒了,557,74.2,28.5,0.0,17.1,6.7,,57.21
554,记得,72,64.1,16.2,0.0,9.7,0.0,,57.20
555,漂亮,84,64.0,16.2,0.0,9.7,0.0,,57.15
556,高兴,75,63.9,16.2,0.0,9.7,0.0,,57.12
557,我会没事的,432,72.1,24.8,0.0,14.8,8.0,,57.00
558,上帝,97,63.5,16.2,0.0,9.7,0.0,,56.92
559,马上,99,63.4,16.2,0.0,9.7,0.0,,56.86
560,我向上帝发誓,588,71.5,28.0,0.0,16.8,3.3,,56.66
561,他会没事的,434,71.2,24.8,0.0,14.8,8.0,,56.56
562,太好了，我赢啦,599,71.7,28.0,0.0,16.8,6.7,,56.13
563,我什么也没干,471,69.3,28.0,0.0,16.8,3.3,,55.60
564,我什么都没干,484,69.3,28.0,0.0,16.8,3.3,,55.60
565,过来,76,64.1,16.2,0.0,9.7,10.0,,55.20
566,我要,149,64.0,16.2,0.0,9.7,10.0,,55.16
567,我会,198,63.9,16.2,0.0,9.7,10.0,,55.12
568,你们准备好了吗,570,71.7,32.2,0.0,19.3,5.7,,55.02
569,想想,144,62.5,14.9,0.0,9.0,10.0,,54.79
570,你好,121,63.0,16.2,0.0,9.7,10.0,,54.66
571,哪儿？,42,62.5,16.2,0.0,9.7,10.0,,54.38
572,再见,98,62.0,16.2,0.0,9.7,10.0,,54.16
573,我说真的,398,64.9,22.3,0.0,13.4,10.0,,53.77
574,你说真的？,395,64.9,22.3,0.0,13.4,10.0,,53.77
575,你好 你好,308,63.0,19.8,0.0,11.9,10.0,,53.56
576,没什么,165,63.4,23.3,0.0,14.0,6.7,,53.40
577,祝你生日快乐,597,65.1,28.5,0.0,17.1,3.3,,53.31
578,我真不知道,396,64.2,26.9,0.0,16.1,4.0,,53.20
579,没事 没事,364,62.2,19.8,0.0,11.9,10.0,,53.17
580,这倒是真的,424,64.2,24.8,0.0,14.8,8.0,,53.07
581,我想想看,386,62.6,21.1,0.0,12.7,13.3,,52.31
582,你想想看,385,62.6,21.1,0.0,12.7,13.3,,52.31
583,没什么，没什么,527,63.4,27.8,0.0,16.7,6.7,,52.05
584,我爱你 我爱你,522,62.2,27.8,0.0,16.7,6.7,,51.42
585,我好想你,336,58.5,22.3,0.0,13.4,10.0,,50.56
586,嗨,73,45.6,9.1,0.0,5.5,0.0,,50.05
587,嘿,55,42.5,9.1,0.0,5.5,0.0,,48.53
588,你不来吗？,331,53.3,21.0,0.0,12.6,10.0,,48.35
589,我给你看样东西,573,57.9,31.6,0.0,18.9,5.7,,48.35
590,你来不来？,330,53.3,19.8,0.0,11.8,13.3,,48.06
