rank,sentence,pinyin,pinyin_corrected,pinyin_reason,english,original_order,complexity,frequency,similarity_penalty,similar_to,final_score,removed
573,这是给你的,Zhè shì gěi nǐ de,zhè shì gěi nǐ de,needs formatting,This is for you.,466,25.4,58.1,20.0,34,47.44,
574,你怎么来了？,Nǐ zěn me lái le?,nǐ zěn me lái le,needs formatting,How did you get here?,499,24.7,57.5,20.0,82,47.33,
575,你来不来？,Nǐ lái bù lái?,nǐ lái bù lái,needs formatting,Are you coming or not?,330,19.8,51.4,12.5,77,47.26,
576,我记不起来了,Wǒ jì bù qǐ lái le,wǒ jì bù qǐ lái le,needs formatting,I can't remember.,581,28.5,52.2,8.3,30,45.88,
577,好了 没事了,Hǎo le méi shì le,hǎo le méi shì le,needs formatting,"Okay, it's alright.",410,23.4,49.7,12.5,32,45.34,
578,给,Gěi,gěi,needs formatting,Give.,29,9.1,34.8,0.0,1,44.67,
579,你来了,Nǐ lái le,nǐ lái le,needs formatting,You're here.,244,17.2,43.3,12.5,97,43.97,
580,在这,Zài zhè,zài zhè,needs formatting,Here.,128,13.2,41.8,16.7,38,43.60,
581,看这,Kàn zhè,kàn zhè,needs formatting,Look at this.,181,13.2,41.7,25.0,11,41.92,
582,没事了，没事了,"Méi shì le, méi shì le",méi shì le méi shì le,needs formatting,"It's okay now, it's okay now.",502,24.2,38.0,0.0,1,41.71,
583,好了吗？,Hǎo le ma?,hǎo le ma,needs formatting,Is it ready?,216,23.3,47.7,33.3,50,40.19,
584,没,Méi,méi,needs formatting,No.,13,9.1,25.2,0.0,1,39.86,
585,这是好事,Zhè shì hǎo shì,zhè shì hǎo shì,needs formatting,This is good news.,313,22.3,37.8,12.5,31,39.70,
586,来,Lái,lái,needs formatting,Come.,9,9.1,34.5,25.0,97,39.54,
587,这什么？,Zhè shénme?,zhè shén me,needs syllable separation: 2 words for 3 chars,What's this?,126,17.8,41.8,33.3,76,38.89,
588,来 来,Lái lái,lái lái,needs formatting,"Come, come.",140,11.9,34.5,25.0,97,38.69,
589,这真是太棒了,Zhè zhēn shì tài bàng le,zhè zhēn shì tài bàng le,needs formatting,This is really great!,557,28.5,36.9,8.3,31,38.26,
590,的士,De shì,de shì,needs formatting,Taxi.,111,16.2,31.4,16.7,33,37.50,
591,药,Yào,yào,needs formatting,Medicine.,10,9.1,20.0,0.0,1,37.28,
592,谁？,Shuí?,shéi,preferred pronunciation: shuí -> shéi,Who?,24,9.1,20.0,0.0,1,37.28,
593,为,Wèi,wèi,needs formatting,For.,33,9.1,20.0,0.0,1,37.28,
594,出,Chū,chū,needs formatting,Out.,65,9.1,20.0,0.0,1,37.28,
595,吃,Chī,chī,needs formatting,Eat.,85,9.1,20.0,0.0,1,37.28,
596,门,Mén,mén,needs formatting,Door.,95,9.1,20.0,0.0,1,37.28,
597,我来,Wǒ lái,wǒ lái,needs formatting,I'm here.,142,16.2,33.5,25.0,30,36.88,
598,来了 来了,Lái le lái le,lái le lái le,needs formatting,Coming! Coming!,329,18.8,28.8,16.7,97,35.41,
599,这,Zhè,zhè,needs formatting,This.,5,9.1,20.0,25.0,80,32.28,
600,这是,Zhè shì,zhè shì,needs formatting,This is.,125,16.2,21.8,25.0,31,31.03,
601,"<div id='div1'><p>To study, you need to lock in.</p> <p>To lock in, you need to focus and you need to get rid of distractions.</p> <p>Here are some tools that help with that.</p> <h2>Getting rid of Distractions</h2> <p>The two following tools are designed specifically for Windows and macOS operating systems.</p> <ul> <li><strong>""Cold Turkey""</strong> is a productivity software that helps users limit their digital distractions by blocking access to time-wasting websites, apps, and games. It's recommended for increasing focus, reducing procrastination, and promoting healthy work habits by enforcing self-discipline and preventing online distractions. You can download it here: <a href=""https://getcoldturkey.com/"">https://getcoldturkey.com/</a></li> <li><strong>""Micromanager""</strong> software, created by the same maker as ""Cold Turkey,"" restricts access to non-essential apps, allowing only whitelisted ones for enhanced productivity. It prevents multitasking, promotes focused work, and minimizes distractions. An example of use:  you can use this software to block yourself from leaving the Anki app for one to two hours, thereby eliminating distractions. This software, combined with the <em>Speed Focus Mode</em> add-on for Anki, is very effective in boosting your focus during your study sessions. You can download it here: <a href=""https://getcoldturkey.com/micromanager/"">https://getcoldturkey.com/micromanager/</a></li> <li>There are apps for Android that serve a similar purpose. Such as the app called ""Stay Focused"": <a href=""https://play.google.com/store/apps/details?id=com.stayfocused"">Stay Focused:  Site & App Block - Apps on Google Play</a></li> <li>Do some research and find what distractions-blocking app best suits you.</li> </ul> <h2>Improving Anki with Addons</h2> <p><strong>What are Anki add-ons?</strong> Anki add-ons are extra tools that you can add to the Anki flashcard app. They give you more options and features to personalize your studying. With add-ons, you can change how the app looks, add new types of flashcards, automate tasks, and connect with external resources. They help you customize Anki to fit your learning style and make studying more effective.</p> <p><strong>Where can I install Anki add-ons?</strong> Anki is available on the following platforms: </p> <ul> <li>Anki Desktop for Windows, macOS, and Linux.</li> <li>AnkiMobile for iOS devices.</li> <li>AnkiDroid for Android devices.</li> <li>AnkiWeb, which is a web-based interface accessible through a browser.</li> </ul> <p>But Anki addons are available for <strong>Anki Desktop</strong> only.</p> <p>I should mention that I have no affiliation with the developers of Anki. I only make decks and share them.</p> <p><strong>What add-ons do you recommend?</strong> This add-on helps you focus when you're studying, and I think it's a <em>must have</em>: <a href=""https://ankiweb.net/shared/info/1046608507"">Speed Focus Mode (auto-alert, auto-reveal, auto-answer) - AnkiWeb</a></p> <p>The first version of this addon was actually commissioned by me, then it became a very popular add-on.</p> <p>These add-ons allow you to add audio to the cards of a deck. I recommend them if you want audio on all cards, or if you wish to try out different voices for a deck: </p> <ul> <li><a href=""https://ankiweb.net/shared/info/111623432"">HyperTTS - Add speech to your flashcards - AnkiWeb</a></li> <li><a href=""https://ankiweb.net/shared/info/1436550454"">AwesomeTTS - Add speech to your flashcards - AnkiWeb</a></li> </ul> <p><em>AwesomeTTS</em> is better if you wish to add audio for many cards all at once, as <em>HyperTTS</em> may crash when selecting over 1000 cards.</p> <p>This add-on allows you to use a gamepad/joystick to study on Anki. It makes study more <em>a lot</em> more comfortable: <a href=""https://ankiweb.net/shared/info/1898790263"">Contanki - Controller Support for Anki (beta) - AnkiWeb</a></p> <p>For the sentences deck, it's very useful to have a shortcut to suspend a card.</p> <p>To <em>suspend a card</em> means:  remove that card from the deck. It's useful to have a shortcut to suspend a card because you're supposed to remove cards that are too easy for you, or cards that teach you nothing new.</p> <p>You can configure this add-on to have a joystick shortcut to suspend the card: </p> <ul> <li>When you install this add-on, go to the main screen of Anki, click Tools → Controller Options → Add → In the Action column, type 'Suspend', in the Shortcut column type '@' → click 'Controls' → click 'Review' → select the RB button (or whichever button you prefer) → select 'Suspend' → click 'Save'.</li> </ul> <p>This will add a shortcut that suspends the card whenever you press the RB button in your joystick.</p> <p>You should suspend: </p> <ul> <li>cards that are repeated</li> <li>cards that are too easy for you</li> <li>cards that contain nothing new to you (for example:  no new vocabulary, no new word pattern)</li> </ul> <p>You should remove or suspend those cards, otherwise your <em>'due reviews'</em> will pile up to a big number.</p> <p>This add-on shows a little pop-up confirming which option you picked <em>(Again/Good/Hard/Easy)</em>. It goes well with the previous add-on that I recommended, because it lets you know you selected the right option: <a href=""https://ankiweb.net/shared/info/1084228676"">Color Confirmation - AnkiWeb</a></p> <p>And finally there is this add-on. I configure it in a way, that the ratings history shows on the front of the card. That way, when I see many <i>again's</i> in the card rating history, I know that I must think <i>well</i> before answering. I think it's very useful:  <a href=""https://ankiweb.net/shared/info/1906641654"">See Previous Card Ratings in Reviewer</a></p> <hr> <p>These are some of my favorite tools, and they have been incredibly useful to me. I hope they can be just as helpful to you.</p> <p>Feel free to follow me on X:  <a href=""https://x.com/eng_neribrandao"">@eng_neribrandao</a></p></div>",,,,,0,0.0,0.0,0.0,1,30.00,
602,车,Chē,chē,needs formatting,Car.,67,9.1,0.0,0.0,1,27.28,
