rank,sentence,romanization,original_order,frequency,complexity,grammar,structural,similarity,similar_to,final_score
487,我唔鍾意飲咖啡。,ngǒ m zūng jî jám gâafē 。,582,46.8,32.4,0.0,19.4,5.0,,42.66
488,乞嚏!,hāttâi !,6,35.0,16.2,0.0,9.7,0.0,,42.63
489,重新嚟過啦。,cùngsān lèi gwôlāa 。,65,41.3,24.8,0.0,14.8,3.3,,42.58
490,你返工返成點呀？,něi fāangūng fáansìngdím āa ？,180,45.2,30.1,0.0,18.1,5.0,,42.57
491,我喺邊度可以買到？,ngǒ hái bīndou hójǐ mǎai dôu ？,506,48.7,35.3,0.0,21.2,6.0,,42.53
492,佢係咪喺呢度住㗎？,kěoi hai mǎi hái nèi dou zyu gâa ？,406,46.7,33.6,0.0,20.1,4.0,,42.49
493,個女人好靚。,gô něoijàn hóulêng 。,895,43.2,24.8,0.0,14.8,8.6,,42.46
494,邊本書係你㗎？,bīn búnsyū hai něi gâa ？,575,41.1,24.8,0.0,14.8,3.3,,42.46
495,我唔識畫雀仔。,ngǒ m sīk wáazôekzái 。,565,44.0,28.0,0.0,16.8,5.7,,42.45
496,我永遠都唔會忘記你。,ngǒ wǐngjyǔn dōu m wúi mònggêi něi 。,854,50.0,38.2,0.0,22.9,5.5,,42.44
497,我鍾意睇書。,ngǒ zūng jî tái syū 。,639,41.0,25.4,0.0,15.2,2.9,,42.31
498,太陽喺邊到？,tâaijòeng hái bīn dôu ？,299,41.6,25.4,0.0,15.2,4.4,,42.27
499,唔好浪費時間。,m hóu longfâisìgāan 。,306,43.3,28.0,0.0,16.8,5.0,,42.26
500,希望你講嘅嘢唔係真㗎啦。,hēimong něi góng gê jě m hai zān gâa lāa 。,868,52.6,44.4,0.0,26.6,3.6,,42.24
501,我有兩隻貓。,ngǒ jǎu lǒengzêk māau 。,223,42.0,25.4,0.0,15.2,5.7,,42.23
502,叫佢打電話俾我。,gîu kěoi dáadinwáa béi ngǒ 。,590,47.0,33.6,0.0,20.1,6.0,,42.22
503,我唔係加拿大人。,ngǒ m hai gāanàadaaijàn 。,397,45.2,31.3,0.0,18.8,5.0,,42.18
504,呢個係一句句子。,nèi gô hai jātgêoi gêoizí 。,488,43.4,30.3,0.0,18.2,2.2,,42.18
505,佢偷咗我隻表。,kěoi tāu zó ngǒ zêk bíu 。,380,44.3,29.5,0.0,17.7,5.7,,42.16
506,佢唔鍾意蛋。,kěoi m zūng jî dáan 。,631,40.7,25.4,0.0,15.2,2.9,,42.15
507,我住喺橫濱。,ngǒ zyu hái wàangbān 。,439,41.5,25.4,0.0,15.2,5.0,,42.14
508,佢感動到喊咗。,kěoi gámdung dôu hâam zó 。,911,44.2,29.5,0.0,17.7,5.7,,42.12
509,死撚開啦你！,séi nán hōi lāa něi ！,23,41.6,25.4,0.0,15.2,5.7,,42.05
510,拜拜！,bāaibâai ！,1,33.0,14.9,0.0,9.0,0.0,,42.03
511,佢放低咗枝槍。,kěoi fôngdāi zó zīcōeng 。,650,44.0,29.5,0.0,17.7,5.7,,42.00
512,呢個唔貴。,nèi gô m gwâi 。,429,38.5,21.3,0.0,12.8,4.4,,41.98
513,呢間係咪你間屋？,nèi gāan hai mǎi něi gāan ūk ？,483,44.8,32.3,0.0,19.4,3.6,,41.98
514,你隻狗喺邊？,něi zêk gáu hái bīn ？,300,41.5,25.4,0.0,15.2,5.7,,41.97
515,我瞓覺好易醒。,ngǒ fângâau hóujiksíng 。,570,43.7,29.5,0.0,17.7,5.7,,41.87
516,佢哋仲未起身呀？,kěoi dei zung mei héisān āa ？,791,44.8,32.4,0.0,19.4,4.0,,41.86
517,佢唱女高音架。,kěoi côeng něoigōujām gáa 。,386,42.2,28.0,0.0,16.8,4.4,,41.82
518,我睇咗佢本書。,ngǒ tái zó kěoi búnsyū 。,243,43.5,29.5,0.0,17.7,5.7,,41.77
519,呢張咭係咪你㗎？,nèi zōeng kāat hai mǎi něi gâa ？,400,42.7,29.5,0.0,17.7,3.6,,41.77
520,我覺得所有嘢都係整定嘅。,ngǒ gôkdāk sójǎu jě dōu hai zíng ding gê 。,185,53.9,47.0,0.0,28.2,5.5,,41.76
521,本性難移。,búnsîngnàanjì 。,530,36.9,22.3,0.0,13.4,0.0,,41.73
522,我好鍾意佢個口音。,ngǒ hóu zūng jî kěoi gô háujām 。,411,47.1,36.4,0.0,21.8,4.4,,41.73
523,坐定定。,zoding ding 。,32,37.3,16.5,0.0,9.9,10.0,,41.70
524,你幾時返嚟呀？,něi géisì fáan lèi āa ？,787,42.5,28.5,0.0,17.1,5.0,,41.68
525,今日天氣好熱。,gāmjat tīnhêi hóujit 。,170,41.4,28.5,0.0,17.1,2.5,,41.63
526,我要忘記佢。,ngǒjîu mònggêi kěoi 。,641,40.3,24.7,0.0,14.8,5.7,,41.61
527,阿Tom打咗電話畀我。,âa tīom dáa zó dinwáa béi ngǒ 。,145,44.6,32.4,0.0,19.4,5.0,,41.57
528,佢依家傷風。,kěoi jī gāa sōengfūng 。,361,39.3,25.4,0.0,15.2,2.5,,41.53
529,喂，唔錯喎屌你！,wâi ， m cô wô díu něi ！,474,43.0,29.5,0.0,17.7,5.7,,41.50
530,佢喊咗出嚟。,kěoi hâam zó cēot lèi 。,292,39.4,25.4,0.0,15.2,2.9,,41.49
531,蕾拉想返屋企。,lèoi lāai sóeng fáan ūkkéi 。,909,43.5,28.5,0.0,17.1,8.6,,41.48
532,我唔見咗我條鎖匙。,ngǒ m gîn zó ngǒtìu sósì 。,143,45.4,34.1,0.0,20.4,5.0,,41.45
533,你係最高嗰個。,něi hai zêoigōu gó gô 。,918,41.9,28.5,0.0,17.1,5.0,,41.40
534,你係咪喺東京住㗎？,něi hai mǎi hái dūnggīng zyu gâa ？,706,44.5,33.6,0.0,20.1,4.0,,41.39
535,佢心口好多毛。,kěoi sāmháu hóudō mòu 。,649,41.6,28.0,0.0,16.8,5.0,,41.39
536,一杯咖啡唔該。,jātbūi gâafē m gōi 。,165,40.6,28.0,0.0,16.8,2.5,,41.39
537,唔好意思，我蕩失咗路。,m hóujîsî ， ngǒ dong sāt zó lou 。,616,48.4,39.2,0.0,23.5,5.5,,41.37
538,離呢到遠唔遠㗎？,lèi nèi dôu jyǔn m jyǔn gâa ？,586,42.4,28.2,0.0,16.9,6.7,,41.37
539,我係邊個㗎？,ngǒ hai bīngô gâa ？,40,36.7,21.0,0.0,12.6,3.3,,41.37
540,好難講㗎喎。,hóu nàangóng gâa wô 。,288,36.7,21.0,0.0,12.6,3.3,,41.36
541,佢好快就會返嚟㗎喇。,kěoi hóu fâai zau wúi fáan lèi gâa lāa 。,719,47.7,37.7,0.0,22.6,6.0,,41.36
542,你真係講得好啱。,něi zān hai góngdāk hóu ngāam 。,937,45.2,32.4,0.0,19.4,7.5,,41.35
543,我係咪應該擔心呢？,ngǒ hai mǎi jīnggōi dāamsām nèi ？,838,45.3,35.3,0.0,21.2,3.6,,41.32
544,我好憎佢頂帽。,ngǒ hóu zāng kěoi díng móu 。,167,42.6,29.5,0.0,17.7,5.7,,41.31
545,佢開始唱歌。,kěoi hōicí côenggō 。,373,39.0,24.7,0.0,14.8,4.0,,41.31
546,我睇咗一本書。,ngǒ tái zó jāt búnsyū 。,137,42.0,28.5,0.0,17.1,5.7,,41.30
547,我唔係魔術師。,ngǒ m hai mōseotsī 。,461,41.7,28.0,0.0,16.8,5.7,,41.30
548,我哋一路行一路食啦。,ngǒ dei jātlouhàng jātlou sik lāa 。,728,46.0,35.8,0.0,21.4,5.0,,41.30
549,你講得冇錯。,něi góngdāk mǒu cô 。,109,39.6,24.7,0.0,14.8,5.7,,41.27
550,我係食齋嘅。,ngǒ hai sikzāai gê 。,366,40.4,25.4,0.0,15.2,6.7,,41.22
551,仲落緊雨。,zunglok gánjyǔ 。,431,36.8,22.3,0.0,13.4,2.5,,41.22
552,唔該你八點叫我起身吖。,m gōi něi bâatdím gîu ngǒ héisān āa 。,516,50.9,43.1,0.0,25.8,6.7,,41.21
553,我讀咗你本書。,ngǒduk zó něi búnsyū 。,311,41.5,28.0,0.0,16.8,5.7,,41.21
554,仲好貴添。,zunghóu gwâitīm 。,745,37.1,22.3,0.0,13.4,3.3,,41.21
555,電話響呀！,dinwaahóeng āa ！,628,37.1,22.3,0.0,13.4,3.3,,41.16
556,我好攰。,ngǒ hóu 攰 。,49,36.7,17.2,0.0,10.3,10.0,,41.16
557,我本書去咗邊呀？,ngǒ búnsyū hêoi zó bīnāa ？,255,43.1,31.3,0.0,18.8,5.0,,41.13
558,抵抗係無用嘅。,dáikông hai mòujung gê 。,667,40.3,28.5,0.0,17.1,2.5,,41.12
559,擘大口！,mâakdaaiháu ！,192,37.5,23.3,0.0,14.0,3.3,,41.12
560,俾我睇嚇。,béi ngǒ tái hâak 。,127,36.8,21.3,0.0,12.8,5.0,,41.02
561,咪一樣嘅嘢。,mǎi jātjoeng gê jě 。,545,38.4,25.4,0.0,15.2,2.9,,40.98
562,唔該你打開道門吖。,m gōi něi dáahōi doumùn āa 。,714,44.9,35.3,0.0,21.2,4.4,,40.96
563,呢支匙羹係飲湯用嘅。,nèi zīsì gāng hai jámtōng jung gê 。,971,46.1,39.2,0.0,23.5,1.8,,40.94
564,收撚皮啦。,sāu nán pèi lāa 。,276,36.0,21.3,0.0,12.8,3.3,,40.94
565,係又點呀屌你老母？,hai jaudím āa díu něi lǒumóu ？,262,44.6,35.3,0.0,21.2,4.0,,40.91
566,就嚟六點喇。,zau lèi lukdím lāa 。,228,38.6,24.7,0.0,14.8,5.0,,40.90
567,佢朝頭早七點起咗身。,kěoi cìu tàu zóu cātdím héi zó sān 。,725,47.6,41.8,0.0,25.1,2.0,,40.89
568,佢嚟咗未呀？,kěoi lèi zó mei āa ？,218,39.7,25.4,0.0,15.2,6.7,,40.89
569,啲小朋友好驚。,dī síupàngjǎu hóu gīng 。,572,41.2,28.0,0.0,16.8,6.7,,40.88
570,你係咪嚟㗎？,něi hai mǎi lèi gâa ？,750,36.7,21.3,0.0,12.8,5.7,,40.82
571,我哋食咗飯。,ngǒ dei sik zó faan 。,134,39.4,25.4,0.0,15.2,6.7,,40.73
572,我可唔可以借你架單車嚟用嚇呀？,ngǒ hó m hójǐ zê něi gáa dāancē lèi jung hâak āa ？,983,58.1,56.3,0.0,33.8,7.1,,40.72
573,可以話係，亦都可以話唔係。,hójǐ waa hai ， jik dōu hójǐ waa m hai 。,71,49.3,42.0,0.0,25.2,6.7,,40.71
574,呢樣唔係小事。,nèi joeng m hai síusi 。,662,39.8,28.5,0.0,17.1,3.6,,40.60
575,唔好俾隻狗入嚟。,m hóu béi zêk gáujap lèi 。,320,42.4,32.4,0.0,19.4,4.4,,40.59
576,你鍾唔鍾意大自然㗎？,něi zūng m zūng jî daaizijìn gâa ？,508,43.6,34.1,0.0,20.4,5.0,,40.56
577,你唔應該講大話。,něi m jīnggōi góng daaiwaa 。,495,41.9,31.3,0.0,18.8,5.0,,40.55
578,我識用。,ngǒsīkjung 。,875,36.6,23.3,0.0,14.0,4.0,,40.55
579,梗係唔係啦！,gáng hai m hai lāa ！,131,38.2,24.2,0.0,14.5,6.7,,40.53
580,我俾咗我個地址佢。,ngǒ béi zó ngǒ gô deizí kěoi 。,830,44.1,35.1,0.0,21.1,5.0,,40.53
581,其實阿Tom講大話。,kèisat âa tīom góng daaiwaa 。,420,39.0,28.5,0.0,17.1,2.2,,40.52
582,我哋好鍾意傾偈㗎。,ngǒ dei hóu zūng jîkīng gái gâa 。,333,42.5,32.4,0.0,19.4,5.0,,40.51
583,佢唔喺度。,kěoi m hái dou 。,156,35.0,21.3,0.0,12.8,3.3,,40.43
584,講啲嘢啦。,góng dī jě lāa 。,128,35.0,21.3,0.0,12.8,3.3,,40.43
585,收撚皮啦屌！,sāu nán pèi lāa díu ！,293,37.2,25.4,0.0,15.2,2.9,,40.41
586,佢唔食煙。,kěoi m sik jīn 。,344,34.9,21.3,0.0,12.8,3.3,,40.40
587,蕾拉瞓得好稔。,lèoi lāai fân dāk hóu jǎm 。,910,40.5,29.5,0.0,17.7,5.0,,40.39
588,隨便食吖。,cèoibín sik āa 。,626,34.6,21.0,0.0,12.6,3.3,,40.31
589,佢哋幾高？,kěoi dei géi gōu ？,347,35.6,21.3,0.0,12.8,5.7,,40.27
590,佢唔係傻仔。,kěoi m hai sò zái 。,363,36.9,25.4,0.0,15.2,2.9,,40.26
591,佢冷親。,kěoi lǎang cān 。,117,32.2,17.2,0.0,10.3,3.3,,40.24
592,會生返嘅。,wúisāng fáan gê 。,200,34.4,21.0,0.0,12.6,3.3,,40.24
593,揸住支蠟燭。,zāa zyu zī laapzūk 。,221,36.1,24.8,0.0,14.8,2.2,,40.18
594,我哋冇曬茶喇。,ngǒ dei mǒu sâai càa lāa 。,672,40.1,29.5,0.0,17.7,5.0,,40.18
595,佢幫我哋。,kěoi bōng ngǒ dei 。,77,35.7,21.3,0.0,12.8,6.7,,40.10
596,佢哋好襯。,kěoi dei hóu cân 。,878,35.7,21.3,0.0,12.8,6.7,,40.10
597,我睇咗本書喇。,ngǒ tái zó búnsyū lāa 。,657,39.5,28.5,0.0,17.1,5.7,,40.08
598,我見到佢喺度跑步。,ngǒ gîndôu kěoi hái dou páaubou 。,412,42.8,35.3,0.0,21.2,3.6,,40.07
599,我會永遠掛住佢。,ngǒwúi wǐngjyǔn gwâazyu kěoi 。,801,41.6,31.3,0.0,18.8,6.7,,40.07
600,佢驚蛇。,kěoi gīng sè 。,872,31.8,17.2,0.0,10.3,3.3,,40.06
601,你俾咗邊個呀？,něi béi zó bīngô āa ？,917,39.2,28.5,0.0,17.1,5.0,,40.04
602,呢個咩嚟㗎？,nèi gô mē lèi gâa ？,67,34.5,21.3,0.0,12.8,4.0,,40.03
603,呢啲書唔係我嘅。,nèi dī syū m hai ngǒ gê 。,696,42.1,33.6,0.0,20.1,5.0,,39.98
604,你點解會知嘅？,něi dímgáai wúi zī gê ？,677,38.3,28.0,0.0,16.8,4.0,,39.95
605,我打爛咗你個煙灰缸。,ngǒ dáalaan zó něi gô jīnfūigōng 。,720,44.4,38.2,0.0,22.9,4.0,,39.92
606,我哋會唔會準時去到㗎？,ngǒ dei wúi m wúi zéonsì hêoi dôu gâa ？,976,45.4,39.1,0.0,23.5,5.5,,39.87
607,你仲嬲緊呀？,něi zung nāu gán āa ？,533,37.2,25.4,0.0,15.2,5.7,,39.86
608,你點解咁講嘅？,něi dímgáai gâm góng gê ？,578,38.2,28.5,0.0,17.1,4.0,,39.76
609,你點解咁諗嘅？,něi dímgáai gâm nám gê ？,579,38.2,28.5,0.0,17.1,4.0,,39.76
610,好大風。,hóu daaifūng 。,52,36.6,23.3,0.0,14.0,8.0,,39.74
611,佢憎自己嘅同類。,kěoi zāng zigéi gê tùngleoi 。,797,40.7,32.4,0.0,19.4,4.4,,39.74
612,我姓王。,ngǒsîng wòng 。,619,31.7,17.8,0.0,10.7,4.0,,39.72
613,你啱。,něi ngāam 。,424,30.0,13.2,0.0,7.9,6.7,,39.72
614,呢個女仔邊個嚟㗎？,nèi gô něoizái bīngô lèi gâa ？,334,38.9,31.2,0.0,18.7,2.0,,39.69
615,我唔識講西班牙文。,ngǒ m sīkgóng sāibāanngàamàn 。,829,41.9,34.7,0.0,20.8,4.4,,39.67
616,我個肚喺度咕咕叫。,ngǒgô tǒu hái dou gūgū gîu 。,959,41.8,34.1,0.0,20.4,5.0,,39.65
617,你唔肚餓嘅咩？,něi m tǒu ngo gê mē ？,769,39.6,29.5,0.0,17.7,6.7,,39.64
618,佢無做錯。,kěoi mòu zou cô 。,621,33.4,21.3,0.0,12.8,3.3,,39.64
619,佢應承咗我。,kěoi jīngsìng zó ngǒ 。,231,37.1,25.4,0.0,15.2,6.7,,39.57
620,多謝。,dōze 。,27,30.0,16.2,0.0,9.7,2.9,,39.57
621,點解？,dímgáai ？,2,29.8,16.2,0.0,9.7,2.9,,39.49
622,我唔會輸嘅！,ngǒ m wúi syū gê ！,106,36.9,25.4,0.0,15.2,6.7,,39.47
623,我殺咗佢。,ngǒ sâat zó kěoi 。,349,34.9,21.3,0.0,12.8,8.0,,39.47
624,你殺咗邊個呀？,něi sâat zó bīngô āa ？,316,38.0,28.5,0.0,17.1,5.0,,39.47
625,開始！,hōicí ！,9,30.0,16.2,0.0,9.7,3.3,,39.46
626,佢今日可能會嚟。,kěoi gāmjat hónàng wúi lèi 。,396,38.5,31.6,0.0,18.9,2.0,,39.39
627,我買咗部新嘅剃鬚刨。,ngǒ mǎai zó bou sān gê tâisōu pàau 。,851,45.4,41.8,0.0,25.1,4.0,,39.38
628,邊度？,bīndou ？,7,29.8,16.2,0.0,9.7,3.3,,39.37
629,佢哋住喺邊度呀？,kěoi dei zyu hái bīndou āa ？,492,39.8,33.6,0.0,20.1,2.2,,39.37
630,我好鍾意嗰個廣告。,ngǒ hóu zūng jî gó gô gwónggôu 。,953,43.1,37.7,0.0,22.6,4.4,,39.35
631,森美想要多啲錢。,sāmměi sóengjîu dō dī cín 。,936,39.8,31.6,0.0,18.9,5.5,,39.35
632,呢隻係一隻貓。,nèi zêk hai jātzêk māau 。,139,36.6,28.2,0.0,16.9,2.5,,39.34
633,我唔記得問佢添。,ngǒ m gêidāk man kěoi tīm 。,583,40.1,32.4,0.0,19.4,5.0,,39.33
634,我嚟緊喇。,ngǒ lèi gán lāa 。,126,33.7,21.3,0.0,12.8,5.7,,39.33
635,我請你飲嘢吖。,ngǒ cíng něi jám jě āa 。,660,38.6,29.5,0.0,17.7,5.7,,39.32
636,幾時放學呀？,géisì fônghok āa ？,553,34.6,24.8,0.0,14.8,2.9,,39.31
637,冇人會再聽㗎喇。,mǒu jànwúi zôi tīng gâa lāa 。,934,37.7,28.5,0.0,17.1,5.0,,39.30
638,我買咗個新袋。,ngǒ mǎai zó gô sāndói 。,455,37.9,28.5,0.0,17.1,5.7,,39.27
639,嗰個公仔好恐怖。,gó gô gūngzái hóu húngbôu 。,486,39.1,31.6,0.0,18.9,4.0,,39.25
640,我開心到彈咗起身。,ngǒ hōisām dôudáan zó héisān 。,327,41.7,34.7,0.0,20.8,6.0,,39.24
641,佢上個禮拜病咗。,kěoi soenggô lǎibâai beng zó 。,799,39.4,33.6,0.0,20.1,2.2,,39.20
642,唔好自己一個行返屋企。,m hóu zigéi jātgô hàngfáan ūkkéi 。,861,45.1,41.2,0.0,24.7,5.0,,39.18
643,我已經決定咗喇。,ngǒ jǐgīng kyûtding zó lāa 。,480,39.2,31.6,0.0,18.9,5.0,,39.13
644,我盡曬人事㗎喇。,ngǒ zeon sâai jànsi gâa lāa 。,398,37.1,28.5,0.0,17.1,4.4,,39.11
645,佢叫醒咗阿Tom。,kěoi gîuséng zó âa tīom 。,182,34.2,24.7,0.0,14.8,2.9,,39.11
646,真係咁難咩？,zān hai gâm nàan mē ？,643,34.8,25.4,0.0,15.2,3.3,,39.11
647,太細喇。,tâaisâi lāa 。,148,30.0,17.8,0.0,10.7,2.9,,39.09
648,啲細路真係大得好快。,dī sâilou zān hai daaidāk hóu fâai 。,724,43.8,39.2,0.0,23.5,5.5,,39.06
649,粒鈕甩咗出嚟。,lāpnáu lāt zó cēot lèi 。,571,36.2,28.5,0.0,17.1,2.5,,39.06
650,佢喺度打緊哥爾夫球。,kěoi hái dou dáagán gōjǐfūkàu 。,511,43.8,41.8,0.0,25.1,1.8,,39.01
651,佢哋冇出現。,kěoi dei mǒu cēotjin 。,550,34.2,25.4,0.0,15.2,2.5,,38.99
652,佢好誠實。,kěoi hóu sìngsat 。,96,33.4,21.3,0.0,12.8,6.7,,38.97
653,我幾鍾意過 Tony。,ngǒ géi zūng jîgwô tīony 。,115,34.9,24.7,0.0,14.8,5.7,,38.93
654,呢把刀好利。,nèi báa dōu hóulei 。,646,33.8,24.7,0.0,14.8,2.9,,38.90
655,個餡餅咁好食嘅！,gô háambéng gâm hóu sik gê ！,403,38.8,32.4,0.0,19.4,4.0,,38.89
656,我同阿Tom都幾熟嚇。,ngǒtùng âa tīom dōu géisuk hâak 。,862,39.8,31.3,0.0,18.8,8.0,,38.89
657,我喺外國讀書。,ngǒ hái ngoigwôk duksyū 。,168,36.3,29.5,0.0,17.7,2.5,,38.79
658,點解你唔眼瞓嘅？,dímgáai něi m ngǎanfân gê ？,816,38.5,31.6,0.0,18.9,5.0,,38.79
659,係畀你嘅。,hai béi něi gê 。,205,32.0,21.3,0.0,12.8,4.0,,38.78
660,佢叫咗碟炒雜碎。,kěoi gîu zó dip cáau zaapsêoi 。,924,38.6,33.6,0.0,20.1,2.2,,38.77
661,你點解打電話嘅？,něi dímgáai dáadinwáa gê ？,324,37.9,31.6,0.0,18.9,3.6,,38.77
662,小心落石！,síusām loksek ！,986,31.9,22.3,0.0,13.4,2.5,,38.76
663,嘩！咁抵？！,wāa ！ gâm dái ？ ！,375,27.8,17.2,0.0,10.3,0.0,,38.71
664,我爭佢一百円。,ngǒ zāng kěoi jātbâak 円 。,382,36.5,28.5,0.0,17.1,5.0,,38.71
665,我哋搞錯咗啲咩呀？,ngǒ dei gáaucô zó dī mē āa ？,842,42.8,37.7,0.0,22.6,7.5,,38.60
666,嘢食嚟。,jě sik lèi 。,92,28.8,17.2,0.0,10.3,3.3,,38.58
667,Tom冇興趣。,tīom mǒu hîngcêoi 。,671,29.0,17.8,0.0,10.7,3.3,,38.52
668,我係潮州人。,ngǒ hai cìuzāujàn 。,105,33.0,24.8,0.0,14.8,2.9,,38.52
669,森美又遲到喇。,sāmměi jau cìdôu lāa 。,464,34.8,28.0,0.0,16.8,2.5,,38.49
670,呢啲咁嘅事都唔係未發生過。,nèi dī gâm gê si dōu m hai mei fâatsāng gwô 。,981,50.4,54.0,0.0,32.4,2.7,,38.48
671,佢最後坐咗監。,kěoi zêoihau zo zó gāam 。,559,35.6,29.5,0.0,17.7,2.5,,38.46
672,Tom冇放棄。,tīom mǒu fônghêi 。,471,29.1,17.8,0.0,10.7,4.0,,38.45
673,我唔鐘意食沙律。,ngǒ m zūngjî sik sāaleot 。,479,37.7,31.3,0.0,18.8,5.0,,38.44
674,蕾拉長大緊。,lèoi lāai zóengdaai gán 。,546,34.0,24.8,0.0,14.8,5.7,,38.43
675,今日天氣幾凍㗎。,gāmjat tīnhêi géidûng gâa 。,930,34.7,28.5,0.0,17.1,2.0,,38.40
676,唔好傷害佢哋。,m hóu sōenghoi kěoi dei 。,236,35.9,28.5,0.0,17.1,5.0,,38.39
677,呢個只不過係個藉口。,nèi gô zíbātgwô hai gô zeháu 。,857,40.2,37.9,0.0,22.8,1.8,,38.37
678,你識唔識講英文？,něisīk m sīkgóng jīngmàn ？,681,37.0,30.1,0.0,18.1,5.7,,38.35
679,你識唔識講英文㗎？,něisīk m sīkgóng jīngmàn gâa ？,820,37.0,30.1,0.0,18.1,5.7,,38.35
680,蕾拉好有責任感。,lèoi lāai hóu jǎu zâakjamgám 。,692,37.4,31.6,0.0,18.9,4.4,,38.35
681,帶埋你老婆嚟吖。,dâai màai něi lǒupò lèi āa 。,248,37.7,32.4,0.0,19.4,4.0,,38.33
682,我冇嬲過你。,ngǒ mǒu nāu gwôněi 。,886,35.2,24.7,0.0,14.8,10.0,,38.22
683,我踩單車返工。,ngǒ cáai dāancē fāangūng 。,240,34.2,28.0,0.0,16.8,2.5,,38.21
684,我揸車送你返屋企啦。,ngǒ zāa cēsûng něi fáan ūkkéi lāa 。,612,41.5,39.2,0.0,23.5,4.0,,38.20
685,麻煩你喺呢度簽個名吖。,màafàan něi hái nèi dou cīm gô mìng āa 。,338,44.7,44.4,0.0,26.6,4.3,,38.20
686,有人嚟緊幫手㗎喇。,jǎujàn lèi gán bōngsáu gâa lāa 。,498,37.0,31.3,0.0,18.8,4.4,,38.20
687,我啲龍喺邊度呀？,ngǒ dī lùng hái bīndou āa ？,701,38.1,33.6,0.0,20.1,4.0,,38.18
688,你講唔講世界語?,něigóng m góng sâigâaijyǔ ?,921,36.8,30.3,0.0,18.2,5.7,,38.18
689,我哋坐咗喺前排。,ngǒ dei zo zó hái cìnpàai 。,592,37.8,32.4,0.0,19.4,5.0,,38.16
690,我好鍾意嗰間餐廳。,ngǒ hóu zūng jî gó gāan cāantēng 。,954,40.6,37.7,0.0,22.6,4.4,,38.12
691,死開！,séihōi ！,13,29.9,16.2,0.0,9.7,10.0,,38.09
692,咩話？我聽唔到你講咩呀。,mē waa ？ ngǒ tīng m dôu něigóng mē āa 。,980,44.9,43.1,0.0,25.9,7.3,,38.07
693,過去我係一條白癡！,gwôhêoi ngǒ hai jāttìu baakcī ！,608,38.9,35.3,0.0,21.2,4.0,,38.07
694,佢係咁道歉。,kěoi hai gâm douhîp 。,996,31.9,24.7,0.0,14.8,2.5,,38.07
695,興唔興奮呀？,hīng m hīngfǎn āa ？,208,32.1,23.4,0.0,14.1,5.0,,38.02
696,唔好咁孤寒啦。,m hóu gâm gūhòn lāa 。,235,36.6,28.5,0.0,17.1,8.6,,38.01
697,蕾拉脫咗險。,lèoi lāai tyût zó hím 。,888,33.6,25.4,0.0,15.2,5.7,,38.01
698,冇人愛我。,mǒu jànôingǒ 。,204,32.6,22.3,0.0,13.4,8.0,,38.01
699,俾我睇嚇你個傷口。,béi ngǒ tái hâak něi gô sōengháu 。,833,39.6,36.4,0.0,21.8,4.4,,38.00
700,架車撞咗埋牆。,gáacē zong zó màaicòeng 。,468,33.8,28.0,0.0,16.8,2.5,,37.98
701,我想瞓晏覺。,ngǒ sóeng fân âan gôk 。,642,33.8,25.4,0.0,15.2,6.7,,37.95
702,佢就嚟六十歲。,kěoi zau lèi luksapsêoi 。,778,34.0,28.5,0.0,17.1,2.5,,37.94
703,你喺嗰度做咗啲咩呀？,něi hái gó dou zou zó dī mē āa ？,859,44.0,41.8,0.0,25.1,8.0,,37.86
704,「下次喇。」佢講。,「 haacî lāa 。 」 kěoi góng 。,502,31.5,24.7,0.0,14.8,2.5,,37.86
705,太陽落緊山。,tâaijòeng lok gánsāan 。,764,32.7,26.9,0.0,16.1,2.2,,37.85
706,我唔見咗結婚戒指。,ngǒ m gîn zó gîtfāngâaizí 。,952,38.7,35.3,0.0,21.2,4.4,,37.85
707,唔出奇吖。,m cēotkèi āa 。,747,29.6,21.0,0.0,12.6,3.3,,37.85
708,我一定要搵啲嘢嚟講。,ngǒ jātding jîu wán dī jě lèi góng 。,722,41.9,40.4,0.0,24.2,5.0,,37.83
709,貓唔戴頸箍。,māaum dâai géng kū 。,995,31.5,24.7,0.0,14.8,2.9,,37.80
710,我唔使瞓晏覺。,ngǒ m sí fân âan gôk 。,457,35.5,29.5,0.0,17.7,5.7,,37.78
711,我淨係得一個心願。,ngǒzing hai dāk jātgô sāmjyun 。,599,38.0,34.7,0.0,20.8,4.4,,37.69
712,佢住喺我屋企附近。,kěoi zyu hái ngǒ ūkkéi fugan 。,947,38.0,35.3,0.0,21.2,3.6,,37.69
713,佢踢咗我兩腳。,kěoi têk zó ngǒ lǒeng gôek 。,454,35.3,29.5,0.0,17.7,5.7,,37.65
714,佢企咗起身。,kěoi kěi zó héisān 。,80,31.2,24.7,0.0,14.8,2.9,,37.60
715,攰死人喇！,攰 séi jàn lāa ！,55,30.0,21.3,0.0,12.8,5.0,,37.60
716,死撚開啦！,séi nán hōi lāa ！,270,30.0,21.3,0.0,12.8,5.0,,37.60
717,佢好憎昆蟲。,kěoi hóu zāng kwāncùng 。,281,32.6,25.4,0.0,15.2,5.7,,37.54
718,你隻貓係黑色嘅。,něi zêk māau hai hāksīk gê 。,405,35.5,32.4,0.0,19.4,2.5,,37.53
719,邊個係你個袋?,bīngô hai něi gô dói ?,788,32.6,27.2,0.0,16.3,3.3,,37.48
