rank,sentence,pinyin,pinyin_corrected,pinyin_reason,english,original_order,complexity,frequency,similarity_penalty,similar_to,final_score,removed
2171,难道不是吗？,Nán dào bùshì ma?,nán dào bú shì ma,needs syllable separation: 4 words for 5 chars,Isn't that so?,2623,24.8,90.2,10.0,1,65.67,
2172,我们现在怎么办？,Wǒmen xiànzài zěnme bàn?,wǒ men xiàn zài zěn me bàn,needs syllable separation: 4 words for 7 chars,What do we do now?,1232,32.2,93.2,6.2,31,65.67,
2173,我只是开玩笑,Wǒ zhǐshì kāi wánxiào,wǒ zhǐ shì kāi wán xiào,needs syllable separation: 4 words for 6 chars,I was just kidding.,2495,28.5,91.3,7.1,31,65.67,
2174,下次吧,Xià cì ba,xià cì ba,needs formatting,Next time.,1771,17.8,87.0,12.5,46,65.67,
2175,那不是真的,Nà bùshì zhēn de,nà bú shì zhēn de,needs syllable separation: 4 words for 5 chars,That's not true.,1202,24.8,90.2,10.0,1,65.66,
2176,我不知道怎么说,Wǒ bù zhīdào zěnme shuō,wǒ bù zhī dào zěn me shuō,needs syllable separation: 5 words for 7 chars,I don't know what to say.,1544,31.6,96.0,14.3,31,65.66,
2177,别耍花样,Bié shuǎ huāyàng,bié shuǎ huā yàng,needs syllable separation: 3 words for 4 chars,Don't play games.,1111,22.3,89.7,12.5,2,65.66,
2178,你怕什么？,Nǐ pà shénme?,nǐ pà shén me,needs syllable separation: 3 words for 4 chars,What are you afraid of?,803,21.0,83.9,0.0,1,65.65,
2179,我知道该怎么做,Wǒ zhīdào gāi zěnme zuò,wǒ zhī dào gāi zěn me zuò,needs syllable separation: 5 words for 7 chars,I know what to do.,2969,31.6,96.0,14.3,39,65.65,
2180,这样不好,Zhèyàng bù hǎo,zhè yàng bù hǎo,needs syllable separation: 3 words for 4 chars,This is not good.,593,22.3,89.7,12.5,1,65.65,
2181,你听我说,Nǐ tīng wǒ shuō,nǐ tīng wǒ shuō,needs formatting,Listen to me.,2151,21.3,88.1,10.0,31,65.63,
2182,今晚不行,Jīn wǎn bù xíng,jīn wǎn bù xíng,needs formatting,Not tonight.,1455,22.3,89.7,12.5,1,65.63,
2183,你怎么能这样？,Nǐ zěnme néng zhèyàng?,nǐ zěn me néng zhè yàng,needs syllable separation: 4 words for 6 chars,How could you do this?,1173,28.0,88.0,0.0,1,65.62,
2184,我想帮你,Wǒ xiǎng bāng nǐ,wǒ xiǎng bāng nǐ,needs formatting,I want to help you.,2297,21.3,88.0,10.0,31,65.62,
2185,干什么的？,Gàn shénme de?,gàn shén me de,needs syllable separation: 3 words for 4 chars,What do you do?,1157,22.3,89.6,12.5,5,65.62,
2186,在干什么？,Zài gàn shénme?,zài gàn shén me,needs syllable separation: 3 words for 4 chars,What are you doing?,1160,22.3,89.6,12.5,5,65.62,
2187,关你屁事,Guān nǐ pì shì,guān nǐ pì shì,needs formatting,It's none of your business.,1506,21.0,83.8,0.0,1,65.62,
2188,很复杂,Hěn fùzá,hěn fù zá,needs syllable separation: 2 words for 3 chars,It's very complicated.,522,17.8,86.9,12.5,44,65.62,
2189,哦天哪,Ó tiān na,ó tiān na,needs formatting,Oh my god.,843,17.2,86.6,12.5,76,65.62,
2190,抱歉，你说什么？,"Bàoqiàn, nǐ shuō shénme?",bào qiàn nǐ shuō shén me,needs syllable separation: 4 words for 6 chars,"Sorry, what did you say?",2491,28.0,88.0,0.0,1,65.62,
2191,不要开枪,Bú yào kāi qiāng,bú yào kāi qiāng,needs formatting,Don't shoot!,1388,22.3,89.6,12.5,1,65.61,
2192,干什么啊,Gàn shén me a,gàn shén me a,needs formatting,What are you doing?,2148,22.3,89.6,12.5,5,65.61,
2193,我帮你拿,Wǒ bāng nǐ ná,wǒ bāng nǐ ná,needs formatting,I'll get it for you.,2462,21.3,88.0,10.0,31,65.61,
2194,干什么呢,Gàn shén me ne,gàn shén me ne,needs formatting,What are you doing?,2147,22.3,89.6,12.5,5,65.61,
2195,不，当然不是,"Bù, dāngrán bùshì",bù dàng rán bú shì,needs syllable separation: 3 words for 5 chars,"No, of course not.",1370,23.5,90.3,12.5,1,65.60,
2196,你敢打我？,Nǐ gǎn dǎ wǒ?,nǐ gǎn dǎ wǒ,needs formatting,Do you dare hit me?,1353,21.3,88.0,10.0,31,65.59,
2197,绝对不行,Juéduì bùxíng,jué duì bù xíng,needs syllable separation: 2 words for 4 chars,Absolutely not!,355,22.3,89.6,12.5,1,65.58,
2198,见到你真高兴,Jiàndào nǐ zhēn gāoxìng,jiàn dào nǐ zhēn gāo xìng,needs syllable separation: 4 words for 6 chars,I'm so glad to see you.,2851,28.0,88.0,0.0,1,65.58,
2199,真高兴见到你,Zhēn gāoxìng jiàn dào nǐ,zhēn gāo xìng jiàn dào nǐ,needs syllable separation: 5 words for 6 chars,So glad to see you.,3074,28.0,88.0,0.0,1,65.58,
2200,你行的,Nǐ xíng de,nǐ xíng de,needs formatting,You can do it!,1526,17.8,86.8,12.5,80,65.57,
2201,你行吗？,Nǐ xíng ma?,nǐ xíng ma,needs formatting,Can you do it?,1525,17.8,86.8,12.5,32,65.57,
2202,你有什么想法？,Nǐ yǒu shénme xiǎngfǎ?,nǐ yǒu shén me xiǎng fǎ,needs syllable separation: 4 words for 6 chars,What are your thoughts?,2922,28.0,87.9,0.0,1,65.57,
2203,你真的这么想？,Nǐ zhēn de zhème xiǎng?,nǐ zhēn de zhè me xiǎng,needs syllable separation: 5 words for 6 chars,Do you really think so?,3062,28.0,87.9,0.0,1,65.57,
2204,你到底想怎样？,Nǐ dàodǐ xiǎng zěnyàng?,nǐ dào dǐ xiǎng zěn yàng,needs syllable separation: 4 words for 6 chars,What do you want?,1393,28.0,87.9,0.0,1,65.56,
2205,喔，天哪,"Ō, tiān na",ō tiān na,needs formatting,"Oh, my god.",1926,17.2,86.5,12.5,76,65.56,
2206,你有什么建议？,Nǐ yǒu shénme jiànyì?,nǐ yǒu shén me jiàn yì,needs syllable separation: 4 words for 6 chars,What suggestions do you have?,2966,28.0,87.9,0.0,1,65.55,
2207,我会的,Wǒ huì de,wǒ huì de,needs formatting,I will.,1059,17.8,86.7,12.5,31,65.53,
2208,快开门,Kuài kāimén,kuài kāi mén,needs syllable separation: 2 words for 3 chars,Open the door quickly!,444,17.8,86.7,12.5,63,65.52,
2209,好玩吗？,Hǎo wán ma?,hǎo wán ma,needs formatting,Is it fun?,1426,17.8,86.7,12.5,32,65.52,
2210,很好玩,Hěn hǎo wán,hěn hǎo wán,needs formatting,It's very fun.,1428,17.8,86.7,12.5,41,65.52,
2211,好吃吗？,Hǎo chī ma?,hǎo chī ma,needs formatting,Is it delicious?,1801,17.8,86.7,12.5,32,65.51,
2212,听着,Tīng zhe,tīng zhe,needs formatting,Listen.,803,13.2,85.5,16.7,57,65.48,
2213,开门呀,Kāi mén ya,kāi mén ya,needs formatting,Open the door!,1872,17.8,86.6,12.5,90,65.47,
2214,等着,Děngzhe,děng zhe,needs syllable separation: 1 words for 2 chars,Wait.,45,13.2,85.5,16.7,69,65.47,
2215,很好笑,Hěn hǎo xiào,hěn hǎo xiào,needs formatting,Very funny.,1667,17.8,86.6,12.5,41,65.46,
2216,你好呀,Nǐ hǎo ya,nǐ hǎo ya,needs formatting,Hello there!,1310,17.8,86.6,12.5,41,65.45,
2217,真好笑,Zhēn hǎo xiào,zhēn hǎo xiào,needs formatting,That's so funny!,1666,17.8,86.6,12.5,41,65.45,
2218,就一会,Jiù yī huì,jiù yī huì,needs formatting,Just a moment.,1155,17.8,86.5,12.5,32,65.44,
2219,放下武器,Fàng xià wǔqì,fàng xià wǔ qì,needs syllable separation: 3 words for 4 chars,Drop your weapon(s).,1015,22.3,89.3,12.5,7,65.44,
2220,看着点,Kàn zhe diǎn,kàn zhe diǎn,needs formatting,Watch out!,726,17.8,86.5,12.5,78,65.42,
2221,最好的,Zuì hǎo de,zuì hǎo de,needs formatting,The best.,1719,17.8,86.5,12.5,41,65.41,
2222,最好是,Zuì hǎo shì,zuì hǎo shì,needs formatting,It's best to; It would be best if.,1722,17.8,86.5,12.5,41,65.41,
2223,你觉得怎么样？,Nǐ juéde zěnmeyàng?,nǐ jué de zěn me yàng,needs syllable separation: 3 words for 6 chars,What do you think?,1890,28.5,90.7,7.1,43,65.37,
2224,我不想说,Wǒ bù xiǎng shuō,wǒ bù xiǎng shuō,needs formatting,I don't want to say.,1124,21.0,93.3,25.0,31,65.36,
2225,别让我失望,Bié ràng wǒ shīwàng,bié ràng wǒ shī wàng,needs syllable separation: 4 words for 5 chars,Don't let me down.,1504,24.7,93.5,20.0,38,65.35,
2226,他们人呢？,Tāmen rén ne?,tā men rén ne,needs syllable separation: 3 words for 4 chars,Where are they?,1447,21.0,93.3,25.0,48,65.35,
2227,不 别这样,Bù bié zhèyàng,bù   bié zhè yàng,needs syllable separation: 3 words for 4 chars,"No, don't do that.",1217,21.0,93.3,25.0,50,65.35,
2228,就像这样,Jiù xiàng zhèyàng,jiù xiàng zhè yàng,needs syllable separation: 3 words for 4 chars,Just like this.,1595,21.0,93.3,25.0,61,65.34,
2229,我爱你们,Wǒ ài nǐmen,wǒ ài nǐ men,needs syllable separation: 3 words for 4 chars,I love you all.,1341,21.0,93.3,25.0,71,65.34,
2230,让我说完,Ràng wǒ shuō wán,ràng wǒ shuō wán,needs formatting,Let me finish.,2256,21.0,93.3,25.0,38,65.34,
2231,他们在哪？,Tā men zài nǎ?,tā men zài nǎ,needs formatting,Where are they?,2320,21.0,93.3,25.0,76,65.34,
2232,你们在哪？,Nǐmen zài nǎ?,nǐ men zài nǎ,needs syllable separation: 3 words for 4 chars,Where are you?,1495,21.0,93.3,25.0,76,65.34,
2233,让我告诉你吧,Ràng wǒ gàosù nǐ ba,ràng wǒ gào sù nǐ ba,needs syllable separation: 5 words for 6 chars,Let me tell you.,3009,28.5,94.4,16.7,38,65.34,
2234,我和你在一起,Wǒ hé nǐ zài yīqǐ,wǒ hé nǐ zài yì qǐ,needs syllable separation: 5 words for 6 chars,I'm with you.,3148,28.5,94.4,16.7,33,65.33,
2235,我的妈呀,Wǒ de mā ya,wǒ de mā ya,needs formatting,Oh my god!,2279,21.0,93.3,25.0,90,65.33,
2236,你不相信我吗？,Nǐ bù xiāngxìn wǒ ma?,nǐ bù xiāng xìn wǒ ma,needs syllable separation: 5 words for 6 chars,Don't you believe me?,1594,28.5,94.4,16.7,31,65.33,
2237,我和你一起去,Wǒ hé nǐ yīqǐ qù,wǒ hé nǐ yì qǐ qù,needs syllable separation: 5 words for 6 chars,I'll go with you.,3149,28.5,94.4,16.7,33,65.33,
2238,我在哪儿？,Wǒ zài nǎr?,wǒ zài nǎ ér,missing syllables: 3 for 4 chars,Where am I?,1399,21.0,93.3,25.0,76,65.33,
2239,也许你是对的,Yěxǔ nǐ shì duì de,yě xǔ nǐ shì duì de,needs syllable separation: 5 words for 6 chars,Maybe you're right.,3167,28.5,94.4,16.7,53,65.33,
2240,我跟你一起去,Wǒ gēn nǐ yīqǐ qù,wǒ gēn nǐ yì qǐ qù,needs syllable separation: 5 words for 6 chars,I'll go with you.,3150,28.5,94.4,16.7,52,65.33,
2241,我亲爱的,Wǒ qīn'ài de,wǒ qīn ài de,needs syllable separation: 3 words for 4 chars,My dear.,2383,21.0,93.3,25.0,71,65.33,
2242,在哪儿呢？,Zài nǎr ne?,zài nǎ ér ne,missing syllables: 3 for 4 chars,Where is it?,1396,21.0,93.2,25.0,76,65.32,
2243,你还记得我吗？,Nǐ hái jìde wǒ ma?,nǐ hái jì de wǒ ma,needs syllable separation: 5 words for 6 chars,Do you still remember me?,3063,28.5,94.4,16.7,37,65.32,
2244,我再问你一次,Wǒ zài wèn nǐ yīcì,wǒ zài wèn nǐ yī cì,needs syllable separation: 5 words for 6 chars,I'll ask you again.,1650,28.5,94.4,16.7,81,65.32,
2245,我不确定,Wǒ bù quèdìng,wǒ bù què dìng,needs syllable separation: 3 words for 4 chars,I'm not sure.,1995,21.0,93.2,25.0,31,65.32,
2246,嘿，等一下,"Hēi, děng yīxià",hēi děng yí xià,needs syllable separation: 3 words for 4 chars,"Hey, wait a second.",1550,21.0,93.2,25.0,85,65.31,
2247,我不能说,Wǒ bù néng shuō,wǒ bù néng shuō,needs formatting,I can't say.,2109,21.0,93.2,25.0,31,65.31,
2248,但我不能,Dàn wǒ bù néng,dàn wǒ bù néng,needs formatting,But I can't.,1250,21.0,93.2,25.0,31,65.31,
2249,就在那边,Jiù zài nà biān,jiù zài nà biān,needs formatting,It's right over there.,2584,21.0,93.2,25.0,35,65.30,
2250,请帮帮我,Qǐng bāng bāng wǒ,qǐng bāng bāng wǒ,needs formatting,Please help me.,1249,21.1,89.9,16.7,29,65.30,
2251,我懂你的意思,Wǒ dǒng nǐ de yìsi,wǒ dǒng nǐ de yì si,needs syllable separation: 5 words for 6 chars,I understand what you mean.,3056,28.5,94.3,16.7,98,65.29,
2252,你懂我的意思,Nǐ dǒng wǒ de yìsi,nǐ dǒng wǒ de yì si,needs syllable separation: 5 words for 6 chars,You understand what I mean.,3057,28.5,94.3,16.7,98,65.29,
2253,不要管我,Bú yào guǎn wǒ,bú yào guǎn wǒ,needs formatting,Don't bother me.,1355,21.0,93.2,25.0,31,65.29,
2254,我到处在找你,Wǒ dàochù zài zhǎo nǐ,wǒ dào chù zài zhǎo nǐ,needs syllable separation: 5 words for 6 chars,I've been looking everywhere for you.,3209,28.5,94.3,16.7,60,65.27,
2255,我有话要说,Wǒ yǒu huà yào shuō,wǒ yǒu huà yào shuō,needs formatting,I have something to say.,3035,26.9,90.0,8.3,31,65.25,
2256,你还好？,Nǐ hái hǎo?,nǐ hái hǎo,needs formatting,Are you okay?,1118,17.8,86.1,12.5,37,65.25,
2257,你看吧,Nǐ kàn ba,nǐ kàn ba,needs formatting,You see?,1019,17.8,86.1,12.5,46,65.25,
2258,不要碰我,Bùyào pèng wǒ,bú yào pèng wǒ,needs syllable separation: 3 words for 4 chars,Don't touch me!,924,21.0,93.1,25.0,31,65.24,
2259,我可以帮你吗？,Wǒ kěyǐ bāng nǐ ma?,wǒ kě yǐ bāng nǐ ma,needs syllable separation: 5 words for 6 chars,Can I help you?,3003,28.5,90.4,7.1,31,65.24,
2260,我不想这样,Wǒ bù xiǎng zhèyàng,wǒ bù xiǎng zhè yàng,needs syllable separation: 4 words for 5 chars,I don't want to do this.,1177,24.8,93.3,20.0,31,65.23,
2261,还有你,Hái yǒu nǐ,hái yǒu nǐ,needs formatting,And you.,1115,17.8,86.1,12.5,37,65.23,
2262,我只是想帮你,Wǒ zhǐshì xiǎng bāng nǐ,wǒ zhǐ shì xiǎng bāng nǐ,needs syllable separation: 5 words for 6 chars,I just want to help you.,3081,28.5,90.4,7.1,31,65.22,
2263,你就是,Nǐ jiùshì,nǐ jiù shì,needs syllable separation: 2 words for 3 chars,You are...,655,17.8,86.1,12.5,35,65.22,
2264,就是你,Jiùshì nǐ,jiù shì nǐ,needs syllable separation: 2 words for 3 chars,It's you.,679,17.8,86.1,12.5,35,65.22,
2265,我该怎么做？,Wǒ gāi zěnme zuò?,wǒ gāi zěn me zuò,needs syllable separation: 4 words for 5 chars,What should I do?,1218,24.8,93.3,20.0,39,65.22,
2266,我不知道该怎么做,Wǒ bù zhīdào gāi zěnme zuò,wǒ bù zhī dào gāi zěn me zuò,needs syllable separation: 6 words for 8 chars,I don't know what to do.,1721,35.3,96.6,12.5,31,65.22,
2267,我要喝一杯,Wǒ yào hē yībēi,wǒ yào hē yī bēi,needs syllable separation: 4 words for 5 chars,I want a drink.,2789,26.9,89.9,8.3,31,65.21,
2268,我们在哪儿？,Wǒmen zài nǎr?,wǒ men zài nǎ ér,missing syllables: 4 for 5 chars,Where are we?,1395,24.8,93.3,20.0,76,65.21,
2269,你懂吗？,Nǐ dǒng ma?,nǐ dǒng ma,needs formatting,Do you understand?,1659,17.8,86.1,12.5,32,65.20,
2270,我们去哪儿？,Wǒ men qù nǎr?,wǒ men qù nǎ ér,missing syllables: 4 for 5 chars,Where are we going?,2247,24.8,93.3,20.0,79,65.20,
2271,他们在哪里？,Tāmen zài nǎlǐ?,tā men zài nǎ lǐ,needs syllable separation: 3 words for 5 chars,Where are they?,1541,24.8,93.2,20.0,76,65.20,
2272,你记得,Nǐ jìde,nǐ jì de,needs syllable separation: 2 words for 3 chars,Do you remember?,870,17.8,86.0,12.5,43,65.20,
2273,你们去哪里？,Nǐmen qù nǎlǐ?,nǐ men qù nǎ lǐ,needs syllable separation: 3 words for 5 chars,Where are you going?,1544,24.8,93.2,20.0,79,65.19,
2274,我们不能这么做,Wǒmen bù néng zhème zuò,wǒ men bù néng zhè me zuò,needs syllable separation: 5 words for 7 chars,We can't do that.,1615,31.3,94.9,14.3,31,65.19,
2275,你在威胁我吗？,Nǐ zài wēixié wǒ ma?,nǐ zài wēi xié wǒ ma,needs syllable separation: 5 words for 6 chars,Are you threatening me?,1699,28.5,90.3,7.1,31,65.17,
2276,你答应过我的,Nǐ dāying guò wǒ de,nǐ dā yìng guò wǒ de,needs syllable separation: 5 words for 6 chars,You promised me.,1675,28.5,90.3,7.1,31,65.17,
2277,走 快走,Zǒu kuài zǒu,zǒu kuài zǒu,needs formatting,Go! Go quickly!,1086,16.0,99.9,50.0,73,65.17,
2278,我无法解释,Wǒ wú fǎ jiě shì,wǒ wú fǎ jiě shì,needs formatting,I can't explain.,1684,26.9,89.8,8.3,31,65.17,
2279,快走，快！,"Kuài zǒu, kuài!",kuài zǒu kuài,needs formatting,"Go, go!",1076,16.0,99.9,50.0,73,65.17,
2280,快，快走,"Kuài, kuài zǒu",kuài kuài zǒu,needs formatting,"Hurry, go!",1084,16.0,99.9,50.0,73,65.17,
2281,是我的荣幸,Shì wǒ de róngxìng,shì wǒ de róng xìng,needs syllable separation: 4 words for 5 chars,It's my honor.,2802,24.7,88.5,8.3,31,65.16,
2282,你们在说什么？,Nǐmen zài shuō shénme?,nǐ men zài shuō shén me,needs syllable separation: 4 words for 6 chars,What are you talking about?,2222,28.0,90.0,7.1,76,65.16,
2283,我们怎么办？,Wǒmen zěnme bàn?,wǒ men zěn me bàn,needs syllable separation: 3 words for 5 chars,What should we do?,653,26.9,89.8,8.3,31,65.16,
2284,现在怎么办？,Xiànzài zěnme bàn?,xiàn zài zěn me bàn,needs syllable separation: 3 words for 5 chars,What should we do now?,652,26.9,89.8,8.3,76,65.15,
2285,有什么不对劲吗？,Yǒu shénme bù duì jìng ma?,yǒu shén me bú duì jìn ma,needs syllable separation: 6 words for 7 chars,Is anything wrong?,1763,31.3,94.8,14.3,42,65.15,
2286,我是无辜的,Wǒ shì wúgū de,wǒ shì wú gū de,needs syllable separation: 4 words for 5 chars,I am innocent.,2959,24.7,88.4,8.3,31,65.15,
2287,就你和我,Jiù nǐ hé wǒ,jiù nǐ hé wǒ,needs formatting,Just you and me.,2421,21.3,93.1,25.0,33,65.13,
2288,我也想你,Wǒ yě xiǎng nǐ,wǒ yě xiǎng nǐ,needs formatting,I miss you too.,2142,21.3,93.1,25.0,36,65.13,
2289,你会去吗？,Nǐ huì qù ma?,nǐ huì qù ma,needs formatting,Will you go?,2016,21.3,93.1,25.0,32,65.13,
2290,为什么这么说？,Wèishénme zhèyàng shuō?,wèishénme zhèyàng shuō,needs formatting,Why do you say that?,646,27.2,86.6,0.0,1,65.13,
2291,我跟你去,Wǒ gēn nǐ qù,wǒ gēn nǐ qù,needs formatting,I'll go with you.,2343,21.3,93.1,25.0,52,65.13,
2292,我不喜欢你,Wǒ bù xǐhuan nǐ,wǒ bù xǐ huān nǐ,needs syllable separation: 4 words for 5 chars,I don't like you.,1269,24.7,93.1,20.0,31,65.13,
2293,我不需要你,Wǒ bù xūyào nǐ,wǒ bù xū yào nǐ,needs syllable separation: 4 words for 5 chars,I don't need you.,1317,24.7,93.1,20.0,31,65.13,
2294,我得告诉你,Wǒ děi gàosù nǐ,wǒ dé gào sù nǐ,needs syllable separation: 4 words for 5 chars,I have to tell you.,2506,24.7,93.1,20.0,43,65.13,
2295,我也喜欢你,Wǒ yě xǐhuan nǐ,wǒ yě xǐ huān nǐ,needs syllable separation: 4 words for 5 chars,I like you too.,2363,24.7,93.1,20.0,36,65.13,
2296,我在等你,Wǒ zài děng nǐ,wǒ zài děng nǐ,needs formatting,I'm waiting for you.,2162,21.3,93.0,25.0,69,65.12,
2297,我不爱你,Wǒ bù ài nǐ,wǒ bù ài nǐ,needs formatting,I don't love you.,1178,21.3,93.0,25.0,31,65.12,
2298,你叫我什么？,Nǐ jiào wǒ shénme?,nǐ jiào wǒ shén me,needs syllable separation: 4 words for 5 chars,What did you call me?,1288,24.7,93.0,20.0,68,65.12,
2299,我好爱你,Wǒ hǎo ài nǐ,wǒ hǎo ài nǐ,needs formatting,I love you so much.,2134,21.3,93.0,25.0,71,65.12,
2300,我不相信你,Wǒ bù xiāngxìn nǐ,wǒ bù xiāng xìn nǐ,needs syllable separation: 4 words for 5 chars,I don't believe you.,1273,24.7,93.0,20.0,31,65.12,
2301,你不相信我？,Nǐ bù xiāngxìn wǒ?,nǐ bù xiāng xìn wǒ,needs syllable separation: 4 words for 5 chars,You don't believe me?,1274,24.7,93.0,20.0,31,65.12,
2302,我也爱你,Wǒ yě ài nǐ,wǒ yě ài nǐ,needs formatting,I love you too.,2141,21.3,93.0,25.0,36,65.12,
2303,你要去哪？,Nǐ yào qù nǎr?,nǐ yào qù nǎr,needs formatting,Where are you going?,2238,21.3,93.0,25.0,79,65.12,
2304,你想去哪？,Nǐ xiǎng qù nǎ?,nǐ xiǎng qù nǎ,needs formatting,Where do you want to go?,2321,21.3,93.0,25.0,79,65.12,
2305,你会回来吗？,Nǐ huì huílai ma?,nǐ huì huí lái ma,needs syllable separation: 4 words for 5 chars,Will you come back?,2374,24.7,93.0,20.0,32,65.12,
2306,你得相信我,Nǐ děi xiāngxìn wǒ,nǐ dé xiāng xìn wǒ,needs syllable separation: 4 words for 5 chars,You have to believe me.,2509,24.7,93.0,20.0,43,65.12,
2307,我想问你,Wǒ xiǎng wèn nǐ,wǒ xiǎng wèn nǐ,needs formatting,I want to ask you.,2443,21.3,93.0,25.0,81,65.12,
2308,你上哪去？,Nǐ shàng nǎr qù?,nǐ shàng nǎr qù,needs formatting,Where are you going?,2248,21.3,93.0,25.0,79,65.12,
2309,就像你一样,Jiù xiàng nǐ yīyàng,jiù xiàng nǐ yī yàng,needs syllable separation: 4 words for 5 chars,Just like you.,2544,24.7,93.0,20.0,61,65.11,
2310,我不认识你,Wǒ bù rènshi nǐ,wǒ bù rèn shí nǐ,needs syllable separation: 4 words for 5 chars,I don't know you.,1329,24.7,93.0,20.0,31,65.11,
2311,你不认识我,Nǐ bù rènshi wǒ,nǐ bù rèn shí wǒ,needs syllable separation: 4 words for 5 chars,You don't know me.,1331,24.7,93.0,20.0,31,65.11,
2312,你记得我吗？,Nǐ jìde wǒ ma?,nǐ jì de wǒ ma,needs syllable separation: 4 words for 5 chars,Do you remember me?,1328,24.7,93.0,20.0,43,65.11,
2313,你还是走吧,Nǐ hái shì zǒu ba,nǐ hái shì zǒu ba,needs formatting,You should leave.,1547,24.7,93.0,20.0,59,65.11,
2314,我非常爱你,Wǒ fēicháng ài nǐ,wǒ fēi cháng ài nǐ,needs syllable separation: 4 words for 5 chars,I love you very much.,2497,24.7,93.0,20.0,71,65.11,
2315,两天,Liǎng tiān,liǎng tiān,needs formatting,Two days.,976,16.2,79.9,0.0,1,65.11,
2316,那我该怎么办？,Nà wǒ gāi zěn me bàn?,nà wǒ gāi zěn me bàn,needs formatting,Then what should I do?,1722,28.0,89.9,7.1,31,65.11,
2317,你要去哪里？,Nǐ yào qù nǎlǐ?,nǐ yào qù nǎ lǐ,needs syllable separation: 4 words for 5 chars,Where are you going?,2353,24.7,93.0,20.0,79,65.11,
2318,你想去哪里？,Nǐ xiǎng qù nǎlǐ?,nǐ xiǎng qù nǎ lǐ,needs syllable separation: 4 words for 5 chars,Where do you want to go?,2357,24.7,93.0,20.0,79,65.11,
2319,你先走吧,Nǐ xiān zǒu ba,nǐ xiān zǒu ba,needs formatting,You go first.,2483,21.3,93.0,25.0,59,65.11,
2320,你不了解我,Nǐ bù liǎojiě wǒ,nǐ bù liǎo jiě wǒ,needs syllable separation: 4 words for 5 chars,You don't understand me.,1436,24.7,93.0,20.0,31,65.10,
2321,我为什么要这么做？,Wǒ wèi shénme yào zhème zuò?,wǒ wèi shén me yào zhè me zuò,needs syllable separation: 6 words for 8 chars,Why should I do this?,1740,33.4,96.0,14.3,39,65.10,
2322,我为什么要那么做？,Wǒ wèi shénme yào nàme zuò?,wǒ wèi shén me yào nà me zuò,needs syllable separation: 6 words for 8 chars,Why would I do that?,1755,33.4,96.0,14.3,39,65.10,
2323,你住在哪里？,Nǐ zhù zài nǎlǐ?,nǐ zhù zài nǎ lǐ,needs syllable separation: 4 words for 5 chars,Where do you live?,2366,24.7,93.0,20.0,76,65.09,
2324,省省吧,Shěng shěng ba,shěng shěng ba,needs formatting,Spare me.,1083,16.5,86.7,16.7,46,65.09,
2325,真的很漂亮,Zhēn de hěn piàoliang,zhēn de hěn piào liàng,needs syllable separation: 4 words for 5 chars,It's really beautiful.,2514,26.9,89.7,8.3,44,65.09,
2326,我永远爱你,Wǒ yǒng yuǎn ài nǐ,wǒ yǒng yuǎn ài nǐ,needs formatting,I will always love you.,3189,24.7,93.0,20.0,71,65.09,
2327,只有你和我,Zhǐyǒu nǐ hé wǒ,zhǐ yǒu nǐ hé wǒ,needs syllable separation: 4 words for 5 chars,Only you and me.,2808,24.7,93.0,20.0,33,65.09,
2328,三天,Sān tiān,sān tiān,needs formatting,Three days.,886,16.2,79.9,0.0,1,65.09,
2329,这儿,Zhè'er,zhè ér,missing syllables: 1 for 2 chars,Here.,751,16.2,79.9,0.0,1,65.08,
2330,我不懂你的意思,Wǒ bù dǒng nǐ de yìsi,wǒ bù dǒng nǐ de yì si,needs syllable separation: 6 words for 7 chars,I don't understand what you mean.,1737,32.4,95.3,14.3,31,65.06,
2331,好好玩,Hǎo hǎo wán,hǎo hǎo wán,needs formatting,So much fun!,1427,16.5,86.7,16.7,41,65.06,
2332,好好吃,Hǎo hǎo chī,hǎo hǎo chī,needs formatting,So delicious!,1802,16.5,86.7,16.7,41,65.05,
2333,你不信任我,Nǐ bù xìnrèn wǒ,nǐ bù xìn rèn wǒ,needs syllable separation: 4 words for 5 chars,You don't trust me.,1487,24.7,92.9,20.0,31,65.05,
2334,他还活着吗？,Tā hái huózhe ma?,tā hái huó zhe ma,needs syllable separation: 4 words for 5 chars,Is he still alive?,1432,24.7,88.2,8.3,32,65.05,
2335,今晚,Jīnwǎn,jīn wǎn,needs syllable separation: 1 words for 2 chars,Tonight.,168,16.2,79.8,0.0,1,65.05,
2336,安儿！,Ān ér!,ān ér,needs formatting,An'er!,881,16.2,79.8,0.0,1,65.04,
2337,我到处找你,Wǒ dàochù zhǎo nǐ,wǒ dào chù zhǎo nǐ,needs syllable separation: 4 words for 5 chars,I've been looking everywhere for you.,2891,24.7,92.9,20.0,60,65.04,
2338,女孩,Nǚhái,nǚ hái,needs syllable separation: 1 words for 2 chars,Girl.,46,16.2,79.8,0.0,1,65.04,
2339,操你妈的,Cāo nǐ mā de,cāo nǐ mā de,needs formatting,Fuck your mother.,1408,21.3,82.9,0.0,1,65.03,
2340,我也爱你 妈妈,Wǒ yě ài nǐ māma,wǒ yě ài nǐ māma,needs formatting,"I love you too, Mom.",3109,27.2,94.4,20.0,36,65.03,
2341,我得和你谈谈,Wǒ děi hé nǐ tántan,wǒ dé hé nǐ tán tán,needs syllable separation: 5 words for 6 chars,I need to talk to you.,1658,27.2,94.4,20.0,33,65.02,
